,date,news,score
11,2022-01-05 07:37:55,"U.S. Economy In Good Position To Weather Omicron StormWhile Omicron could temporarily weaken growth, 2022's first data releases suggest the US economy is fundamentally strong, with growth and inflation keeping the Fed on course for rate hikes.
",1
12,2022-01-05 11:30:31,"ADP Leaps Higher: 807K Highest Since May807K new private-sector jobs having been created in the month of December is more than double the expected 375K.
",1
13,2022-01-05 16:37:27,"U.S. Stock ETFs Could Maintain Their Momentum Through 2022As we start a new year, many anticipate another strong run for U.S. equities and stock exchange traded funds in 2022.
",1
14,2022-01-05 23:28:22,"December Fed Meeting Is Ancient History: Look For A Dovish Turn NextWe expect the Fed to walk back on the pace of rate hikes which can be bullish bonds following the recent selloff. Our views on stocks and why gold looks attractive.
",1
15,2022-01-06 09:24:43,"Semiconductors Winners And Losers With 2022 Upon UsSemiconductor stocks have been a good place to be in for the last three years and there is reason to keep betting on semis in 2022. Read why here.
",1
16,2022-01-06 11:56:37,"Is That Gorilla In The Room An 800 Pounder Or 80 Pounds?Fed policy and interest rates are likely to become the market and media's next great obsession. Don't let it become yours.
",0
17,2022-01-06 16:02:31,"William Blair: Shades of SustainabilityGuruFocus Article or News written by Sydnee Gatewood and the topic is about: By Romina Graiver, Partner and Tara Patock, CFA
",0
18,2022-01-07 07:01:31,"Overweight 'Great' Real EstateNearly 450 new ETFs were launched in 2021. Out of those, 216 of them were actively managed.
",1
19,2022-01-07 11:33:24,"Is VTSAX A Good Investment For ETF Investors?The Vanguard Total Stock Market Index products are among the most popular in the investing world for good reason. Find out if VTSAX is a good buy.
",1
20,2022-01-07 20:14:32,"SoFi: 50 Top Growth Stocks Down Big - These 3 Are Worth ConsideringIt's been a growth stock bloodbath. We share data on 50 top growth stocks that are down big. Click here to read more...
",-1
21,2022-01-08 12:16:37,"The S&P 500, Dow And Nasdaq Since Their 2000 Highs - Saturday, Jan. 8Let's take a look at real (inflation-adjusted) charts of the S&P 500, Dow 30, and Nasdaq Composite since 2000. We've updated this through the Dec. 31, 2021 close.
",1
22,2022-01-09 05:02:20,"A Closer Look At The Employment Report (Technically Speaking For The Week Of 1/3-1/7)Friday's jobs report was disappointing. There have now been two consecutive months of weak hiring data. The markets were off this week. Read more here.
",-1
23,2022-01-09 23:21:11,"Inflation And Geopolitics In The Week AheadOmicron may be less fatal, but it is disrupting economies. Investors will likely take the high-frequency real sector data with the proverbial pinch of salt until January data is available.
",0
24,2022-01-10 09:49:39,"XR Securities LLC Buys S&P 500 ETF TRUST ETF, Tesla Inc, Union Pacific Corp, Sells Shopify ...GuruFocus Article or News written by insider and the topic is about: 
",1
25,2022-01-10 13:38:32,"First National Bank of Mount Dora, Trust Investmen Buys S&P 500 ETF TRUST ETF, PepsiCo Inc, ...GuruFocus Article or News written by insider and the topic is about: 
",0
26,2022-01-11 00:16:20,"Markets Counter-Rally After Morning Gap Lower (Technically Speaking For 1/10)Industrials and energy are strengthening. 60 Minutes ran a good story on the current state of the labor market.
",1
27,2022-01-11 07:54:31,"The stock market isn't the economy and the Fed isn't hawkish, MKM warns: At the OpenThe stock market has stumbled out of the gate in 2022, but the selling should not give rise to the belief that the Fed is too hawkish.
",0
28,2022-01-11 12:24:33,"Jay Powell's First Term as Fed Chair: A Look BackPowell's first four-year term has been a most eventful one, and to a good extent due to Powell's leadership on Fed policy.
",1
29,2022-01-11 19:12:21,"Markets Close in the Green, 10-Year Levels OffGrappling to find traction after a flat open, the Dow earned +0.51% on the day, the S&P was +0.92%, and the Nasdaq stormed ahead +1.41%.
",1
30,2022-01-12 07:22:46,"Market Recap - Follow The MoneyNon-U.S. markets are off to a good start after underperforming last year.
",1
31,2022-01-12 11:19:51,"Stock Market Today: Traders Buy The Dip, Stocks ReboundStocks saw a major rally on below average volume today and off of major support levels. What does that mean for investors and traders going forward?
",1
32,2022-01-13 00:12:28,"Short-Term Charts Make Progress (Technically Speaking For 1/12)CPI continues to increase. Expect additional supply chain issues from China. Read on to know more...
",1
33,2022-01-13 08:37:24,"2 New Buy Alerts With 6% Dividend Yield And High UpsideWe highlight two REIT opportunities that offer 6% dividend yield and high upside. Read more to see both picks here.
",1
34,2022-01-13 10:44:18,"Adaptive Momentum Investing - 3 Market States Vs. Risk-ON/Risk-OFFTwo variants of our momentum strategies, as described in numerous recent articles, are applied to a portfolio of non-leveraged ETFs. Learn more here.
",0
35,2022-01-13 13:41:20,"Clarus Wealth Advisors Buys S&P 500 ETF TRUST ETF, BTC iShares Floating Rate Bond ETF, SPDR ...GuruFocus Article or News written by insider and the topic is about: 
",0
36,2022-01-13 23:11:25,"ETFs For Redeploying Core Equity Allocations In 2022The question for investors concerned with a downturn is what to do and if reallocation from assets committed to core equity is required, how much should be reallocated and where should these assets go?
",0
37,2022-01-14 10:48:50,"TINA Was Wrong, Cash Is Not Trash, And There Is An AlternativeDespite high rates of inflation, recent CPI readings register a 7.0% inflation rate, many stock prices have deteriorated faster than cash prices. See more here.
",-1
38,2022-01-14 17:03:37,"How this Week’s Premium Top 10 Performed, January 14, 2022How this Week’s Premium Top 10 Performed, January 14, 2022
",0
39,2022-01-14 22:14:38,"Weekly Indicators: Omicron, Interest Rates, And Commodity Prices Hit The Forecasts And NowcastOmicron caused a new low in restaurant reservations, interest rates continued to increase, as did industrial commodities. Click here to read the latest edition of Weekly Indicators.
",-1
40,2022-01-15 11:02:37,"Q4 2021 Earnings: Where The Street Is Too High And Who Should MissWall Street analysts are too bullish on fourth quarter earnings expectations for most S&P 500 companies. We show five S&P 500 companies likely to miss 4Q21 earnings.
",-1
41,2022-01-16 09:06:28,"EXCLUSIVE: LEX Offers A New Approach To Real Estate Investing With A $250 Entry PriceNew York City-based LEX Markets Corp. recently introduced a new platform for investors in commercial real estate by making available equity shares of individual commercial real...
",1
42,2022-01-17 05:25:36,"Inflation And The Equity MarketQuantitative Tightening, or the reduction in the Fed's balance sheet, may occur soon after rates move higher. Click here to know more...
",1
43,2022-01-17 10:05:20,"Is Microsoft's Stock Overvalued Or Undervalued?Microsoft is still putting up impressive growth numbers. But with a $2.31 trillion market cap, some investors are wondering if there’s any value left in Microsoft stock.
",0
44,2022-01-18 07:38:21,"DJ Vu All Over AgainThe financial markets will consistently behave similarly to whatever they have done in the past under nearly-matching conditions.
",0
45,2022-01-18 10:23:44,"[EXCLUSIVE] Whitney Tilson Bullish On US Cannabis Stocks: 'The Sentiment Is Changing'Investment expert and former hedge fund manager Whitney Tilson, current president and CEO of Empire Financial Research,
",1
46,2022-01-18 17:51:27,"Markets Approach Corrective Territory<any of the indices are facing full-blown corrective territory.
",-1
47,2022-01-19 07:45:31,"Should ALPS Equal Sector Weight ETF (EQL) Be on Your Investing Radar?Style Box ETF report for EQL
",0
48,2022-01-19 10:07:36,"Why Coinbase Stock Could Break Above This Bearish Pattern Following Mastercard PartnershipCoinbase Global, Inc (NASDAQ:COIN) was trading higher on W...
",1
49,2022-01-19 13:38:24,"Bnc Wealth Management, Llc Buys SPDR Oil & Gas Exploration and Production ETF, UnitedHealth ...GuruFocus Article or News written by insider and the topic is about: 
",1
50,2022-01-19 21:41:30,"Verus Financial Partners, Inc. Buys Vanguard Total International Bond ETF, S&P 500 ETF ...GuruFocus Article or News written by insider and the topic is about: 
",1
51,2022-01-20 07:42:28,"A Rough Start For Global Equities In 2022Stock markets around the world have generally tumbled so far this year, but shares in Latin America and Africa are notable exceptions, based on a set of ETFs tracking the major equity regions.
",-1
52,2022-01-20 12:18:05,"Jobless Claims Up to 286K; Philly Fed Bounces BackPre-market futures are up again this morning, but we're going to wait and see what happens.
",0
53,2022-01-20 17:39:17,"Biden Vs. Trump: How Did Stock Market Returns Compare After Their First Year As President?It's been one year since U.S. President Joe Biden was inaugurated on Jan. 20, 2021. Biden's first year in office has seen some successes and many bumps in the road,...
",0
54,2022-01-20 21:39:34,"Ccg Wealth Management, Llc Buys S&P 500 ETF TRUST ETF, Schwab US Dividend Equity ETF, BTC ...GuruFocus Article or News written by insider and the topic is about: 
",0
55,2022-01-21 09:39:01,"Baystate Wealth Management LLC Buys SPDR Portfolio S&P 500 ETF, Vanguard Growth ETF, ...GuruFocus Article or News written by insider and the topic is about: 
",0
56,2022-01-21 13:26:29,"US Indices Are At Support: Will Price Bounce Or Break Through?I have mentioned in my previous posts that being in tune with the seasonal movement of the market is essential as an investor. This has two ma...
",0
57,2022-01-21 15:13:42,"Why The SPY Must Hold This Key Level To Avoid DisasterThe SPDR S&P 500 (NYSE:SPY) was trading about 1% lower on...
",-1
58,2022-01-21 19:56:19,"Macro Week in Review/Preview January 21, 2022
",0
59,2022-01-22 01:55:24,"SPY: Market-Implied Outlooks For The S&P 500 For The Next 12 MonthsThe market-implied outlook for the S&P 500 continues to be favorable for 2022. The options on SPY tell a consistent story for how the year will unfold.
",1
60,2022-01-22 13:29:34,"Wage Increase - The Good, Bad, And UglyWage increases are undoubtedly good for workers. However, wage increases are a double-edged sword that often has more negative economic consequences.
",0
61,2022-01-23 07:58:34,"Investors Add $3.0 Billion to Conventional Equity and Fixed Income Funds While Withdrawing $5.7 Billion from ETFsDuring Refinitiv Lipper’s fund-flows week ended January 19, 2022, investors were overall net redeemers of total fund assets (including both conventional funds and ETFs) for the second straight week, withdrawing a net $61.2 billion.
",-1
62,2022-01-24 05:24:33,"Forex Today: Stocks, Crypto Consolidate After BreakdownsAfter Friday’s strong falls, global stock markets and cryptocurrencies are rising slightly as the new trading week begins.
",0
63,2022-01-24 09:02:18,"S&P 500 ETFs fall as the VIX crosses above 32S&P 500 tracking ETFs continue to slide further in pre-market trading activity as market volatility levels increase with the S&P VIX Index (VIX) crossing above the 30 handle.
",-1
64,2022-01-24 12:21:42,"Weekly Market Pulse: Fear Makes A ComebackThis market was driven by sentiment - greed - on the way up, and this correction is being driven by fear. And there just doesn’t seem to be enough of it yet to make a durable bottom.
",-1
65,2022-01-24 13:41:39,"JTC Employer Solutions Trustee Ltd Buys Microsoft Corp, S&P 500 ETF TRUST ETF, Goldman ...GuruFocus Article or News written by insider and the topic is about: 
",1
66,2022-01-24 17:26:22,"Wondering How To Trade In A Bear Market? Here Are 4 Easy TipsThe SPDR S&P 500 ETF Trust (NYSE: SPY) briefly dipped into correction territory on Friday, falling 10% from its January highs.
",-1
67,2022-01-25 01:52:34,"The Carnage Under The Surface Of The Stock MarketAs of January 21, 2022, the S&P 500 was only 8.7% below its all-time high. On the same day, 1070 stocks hit new 52-week lows. A bubble has burst of higher risk perceived cutting edge stocks.
",-1
68,2022-01-25 06:43:20,"The Best REITs To Buy Right Now Will Pay 8.5% YieldStocks had a great 2021, if a tad wild - the S&P 500 finished up nearly 27% for the year. But the performance of real estate investment trusts (REITs) last year flat-out blew stocks out of the water - no other way to put it.
",1
69,2022-01-25 08:35:59,"The stock market comeback was a head fake, correction will continue - StifelStifel is sticking with its call for the S&P 500 to drop to 4,200, likely in Q1.
",-1
70,2022-01-25 11:22:36,"What's Behind January's Market Swoon?The combination of higher interest rates, lackluster fourth-quarter earnings, and geopolitical risks has taken a toll on the global equity market. Click here to know more...
",-1
71,2022-01-25 13:30:28,"Buy The Drop: The Stock Market May Have BottomedRecent price action and the technical image suggest we may have seen a panic-induced bottom in stock markets. Find out how I profited from the declines.
",1
72,2022-01-25 15:09:38,"Stagflation Looming, Holding Gold 'More Important Than Ever'IS inflation data released last week shows that Consumer Price Index jumped 7 percent in 2021. In this interview, Nick Barisheff gives his take on what this means for the broader economy.
",-1
73,2022-01-25 19:18:20,"The Major Indices Set a Key Support Level as Commodities Heat UpThe market is looking to hold its current price area along with Monday’s low as a new key support level.
",1
74,2022-01-26 08:38:23,"Home Depot Vs. Lowe's: Which Is A Better Investment?Home Depot and Lowe's are firing on all cylinders and we expect the housing market to remain strong in 2022.
",1
75,2022-01-26 12:13:15,"Storm-Proof Portfolio: Upside Without DownsideThis article discusses constructing a storm-proof portfolio, one that helps you stay invested and stomach through any market crashes. Learn more here.
",1
76,2022-01-26 16:20:36,"Value/Quality Rivalry And The 2022 PlaybookThe battle for dominance between Value and Quality has been heavily influenced by the multiple shifts in bond-market signals since the onset of the pandemic.
",0
77,2022-01-27 04:58:53,"Winter 2022 Snapshot of the S&P 500's Market CapAt the end of 2021, the companies that make up the S&P 500 (SPY) were collectively worth $42.37 trillion. The 10 stocks that make up the largest components of the market capitalization weighted index accounted for 29.5% of that value.
",1
78,2022-01-27 11:14:27,"FOMC Goes With Unemployment Rate While This Huge Number Is Far More Relevant Economic DataJay Powell and the FOMC are about to start hiking rates on the basis of the unemployment rate. Click here to know more...
",1
79,2022-01-27 13:39:47,"Rockland Trust Co Buys Broadridge Financial Solutions Inc, Roper Technologies Inc, Apple Inc, ...GuruFocus Article or News written by insider and the topic is about: 
",1
80,2022-01-27 19:49:20,"Still A Soft Technical Picture (Technically Speaking For 1/27)We still have the same problem we've had all week: the markets are weak. No index has a great deal of technical support. Tomorrow is a really important day.
",-1
81,2022-01-28 08:32:32,"Money market funds harvest $24B in inflows as investors are net buyers of fund assets this weekMarket participants were overall net buyers of fund assets, including exchange traded funds and conventional funds on the week, totaling $15.2B, led by money market funds.
",1
82,2022-01-28 10:28:56,"It's been 7 years ... revisiting oil equities as Brent reclaims $90On the back of a better than expected DOE inventory report, strong refinery demand commentary and rising tensions in Ukraine, Brent crude oil prices are back at $90 (USO)
",1
83,2022-01-28 13:23:43,"Consumer Sentiment Begins 2022 With A DropConsumer sentiment fell for the sixth time in the last nine months. The weaker readings reflect the one-two punch of surge in new Covid cases and the sticker shock of higher consumer prices.
",-1
84,2022-01-28 15:18:47,"The SPDR S&P 500 ETF’s Simplicity Makes It a Timeless BuyThis article talks about SPY stock and it provides an insight about the ETF including an overview, benefits and a conclusion
",1
85,2022-01-28 18:43:28,"Macro Week in Review/Preview January 28, 2022
",0
86,2022-01-29 01:44:30,"Fed Caves On TighteningsWith the SPX near records recently, Fed officials are proclaiming an imminent rate-hike cycle and new QT. While those will start, they will only last while stock markets cooperate.
",1
87,2022-01-29 21:08:59,"Goldman screens for best and worst stocks for tightening financial conditionsFinancial conditions are currently close to the easiest on record, but tightening is on its way.
",1
88,2022-01-30 12:17:25,"7 Monster Stock Market Predictions – The Week Of Jan. 31If the market seems a little bit jumpy to you, it is. Since Wednesday, the market appears to have been moving very quickly; it feels like no gain is safe, and a decline can reverse higher at a moment’s notice.
",-1
89,2022-01-31 06:29:34,"U.S. Fund Families Add New Responsible Investing Funds And ETFs To Their Lineup In 2021The U.S. fund business added 689 unique new funds in 2021. Read here to know more...
",1
90,2022-01-31 10:01:57,"Gruss & Co., LLC Buys S&P 500 ETF TRUST ETF, Amazon. ...GuruFocus Article or News written by insider and the topic is about: 
",1
91,2022-01-31 12:18:39,"More Than 100K Americans Died From Diabetes In 2021: 1 In 3 Will Develop Disease If Trend ContinuesMore than 100,000 Americans died from diabetes in 2021, according to data compiled by the Centers for Disease Control and Prevention (CDC). This marks the second consecutive year...
",-1
92,2022-01-31 17:08:25,"William Blair- Outlook 2022: A Closer Look at the Big 5GuruFocus Article or News written by Sydnee Gatewood and the topic is about: By Ken McAtamney, Partner
",0
93,2022-01-31 19:42:51,"Solid Rally To Start The Week (Technically Speaking For 1/31)The indexes were down in January, supply issues may be peaking, and the markets had a strong rally. As always with bottoming formations, we need follow-through tomorrow.
",1
94,2022-02-01 07:30:34,"The Logical-Invest Newsletter For February 2022Another argument against cash is inflation. Long-term, cash will bleed out purchasing power. 
",-1
95,2022-02-01 11:32:33,"Big Data for Q4, Econ to Start a New MonthWe've got a big day ahead with both economic prints and Q4 earnings reports.
",0
96,2022-02-01 14:31:35,"5 Stocks in S&P 500 ETF That Gained Double Digits in JanuaryWhile most of the stocks in SPY’s portfolio are deep in red, a few have outperformed with energy stocks being the biggest gainers. 
",1
97,2022-02-01 21:41:38,"Landscape Capital Management, L.l.c. Buys S&P 500 ETF TRUST ETF, SPDR Retail ETF, DocuSign ...GuruFocus Article or News written by insider and the topic is about: 
",1
98,2022-02-02 06:20:33,"Why This Chipmaker Is Seeing The Highest Interest On WallStreetBets TodayAdvanced Micro Devices Inc. (NASDAQ: AMD) has emerged as the most-discussed stock on Reddit’s r/WallStreetBets forum as of early Wednesday.
",1
99,2022-02-02 09:39:36,"In 2022, Approach Markets With Patience And PerspectiveNominal GDP growth is likely to be solid this year, albeit not at 2021’s historic levels. Click here to know more...
",1
100,2022-02-02 11:27:29,"Mark Hulbert: Invest in Google if you like — but that stock split isn’t a solid reason to be bullishStock splits used to be positive signals for investors, but that stopped years ago.
",-1
101,2022-02-02 14:19:50,"Micron Is a Great Bargain at Current PricesWith high-level net margins, low debt levels and cheap valuation multiples, MU stock is poised to benefit from secular growth trends.
",1
102,2022-02-02 17:39:25,"Lakeview Capital Partners, LLC Buys Motley Fool 100 Index ETF, Guggenheim Taxable Municipal ...GuruFocus Article or News written by insider and the topic is about: 
",1
103,2022-02-02 21:41:25,"Roosevelt Investment Group Llc Buys Vanguard S&P 500 ETF, Global Blood Therapeutics Inc, ...GuruFocus Article or News written by insider and the topic is about: 
",0
104,2022-02-03 11:24:22,"If You Invested $1,000 In Ford's Stock One Year Ago, Here's How Much You'd Have NowInvestors who have owned stocks in the last year have generally experienced some big gains. In fact, the SPDR S&P 500 (NYSE: SPY) total return over the last 12 months is 23.2%. But there is no question that some big-name stocks performed better than others along the way.
",1
105,2022-02-03 17:42:33,"Element Wealth, LLC Buys S&P 500 ETF TRUST ETF, Schwab U.S. ...GuruFocus Article or News written by insider and the topic is about: 
",1
106,2022-02-03 22:14:48,"Quick Thoughts: On The U.S. Markets And VolatilityWe are emerging from a period of unprecedented fiscal and monetary stimulus which flooded the markets with liquidity.
",1
107,2022-02-04 08:33:11,"Services-Sector Growth May Have Slowed Again In JanuaryInstitute of Supply Management January report suggests that the services sector and the broader economy expanded for the 20th consecutive month in January. Click here to know more...
",1
108,2022-02-04 10:09:20,"US Adds 467,000 Jobs In January: 'Good For The Economy, But Not For Markets'The SPDR S&P 500 ETF Trust (NYSE: SPY) traded lower by 0.2% Friday morning after the Labor Department reported encouraging U.S. jobs market numbers from January.
",0
109,2022-02-04 15:04:32,"A Historic Capital Rotation Is At A Fever PitchThis historical capital rotation is now at a fever pitch led recently by energy prices that seemingly ratchet higher daily. Learn more here.
",1
110,2022-02-04 20:36:34,"Week Ahead - Plenty More Action To ComeIt’s been an incredible couple of weeks where we’ve seen another hawkish move from multiple central banks, big swings in stocks on the back of earnings, and tensions around Ukraine intensify
",1
111,2022-02-05 09:04:30,"5 Safe And Cheap Dividend Stocks To Invest In (February 2022)Long-term dividend investors need to pay attention to the quality and price of stocks they buy. Click here for a list of 5 safe and cheap dividend stocks.
",1
112,2022-02-06 04:51:59,"The Stock Market: Volatility RulesUncertainty is ruling the stock market these days. Investors seem seem to be responding to the uncertainty by moving money here and there. Volatility will continue.
",-1
113,2022-02-06 15:15:40,"Reward & PunishmentIt was another wild week of fast moves in the stock market indices as we remain in the middle of earnings season. Let's take a look.
",0
114,2022-02-07 06:43:25,"These three questions need a 'yes' for bulls to keep charging, BofA saysThe Fed is hiking into overvalued global credit and U.S. stock markets and there is potential for a crash this year, according to BofA.
",-1
115,2022-02-07 10:06:48,"Broadmark Asset Management Llc Buys S&P 500 ETF TRUST ETF, Sells PowerShares QQQ Trust Ser ...GuruFocus Article or News written by insider and the topic is about: 
",1
116,2022-02-07 13:42:09,"Shaker Financial Services, LLC Buys S&P 500 ETF TRUST ETF, Eaton Vance Tax Advgd Gbl Div ...GuruFocus Article or News written by insider and the topic is about: 
",1
117,2022-02-07 17:39:39,"Whitener Capital Management, Inc. Buys SPDR Portfolio S&P 500 ETF, iShares Core S&P 500 ...GuruFocus Article or News written by insider and the topic is about: 
",1
118,2022-02-07 20:40:38,"Koss-Olinger Consulting, LLC Buys Vanguard Ultra-Short Bond ETF, VANGUARD BD IDX FD, Schwab ...GuruFocus Article or News written by insider and the topic is about: 
",1
119,2022-02-08 07:42:13,"Should Schwab 1000 Index ETF (SCHK) Be on Your Investing Radar?Style Box ETF report for SCHK
",0
120,2022-02-08 09:53:47,"OneAscent Financial Services LLC Buys Apple Inc, Microsoft Corp, Amazon. ...GuruFocus Article or News written by insider and the topic is about: 
",1
121,2022-02-08 11:53:26,"Why Coinbase Stock Could Be Providing The Perfect Entry Point As Bitcoin, Ethereum ConsolidateCoinbase Global, Inc (NASDAQ:COIN) was trading slightly lo...
",1
122,2022-02-08 14:00:39,"HYG: Outperforming With Less RiskWhen we first covered HYG, we went over the fund basics and why we're not enamored. We suggested an off track path for yield instead. Learn more here.
",0
123,2022-02-08 19:38:51,"Select Asset Management & Trust Buys S&P 500 ETF TRUST ETF, SPDR Dow Jones Industrial ...GuruFocus Article or News written by insider and the topic is about: 
",1
124,2022-02-09 08:21:34,"ARKK Is Now A Broad Market Indicator, Like BitcoinIf it weren’t for the Fed, what you saw at the end of January would have been a pretty good stock market bottom. ARKK is now an indicator for high-beta assets rebounding or being pressured.
",1
125,2022-02-09 10:39:56,"Bedell Frazier Investment Counseling, LLC Buys iShares Russell 2000 ETF, Amazon. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
126,2022-02-09 16:39:09,"Delta Asset Management Llc Buys Intel Corp, S&P 500 ETF TRUST ETF, iShares U.S. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
127,2022-02-10 01:40:34,"Trustcore Financial Services, Llc Buys iShares Core U.S. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
128,2022-02-10 09:03:59,"Upcoming Ex-Dividend Dates: February 11-23, 2021In this article, we provide upcoming ex-dividend dates of stocks in a quick reference table. Check out why we highlight UPS stock in this list.
",0
129,2022-02-10 11:39:30,"In the Short Term, ARK Innovation ETF Looks Too TroubledARKK stock has been having a rough time lately, and that may continue for a while. But long-term, the fund should return to form.
",-1
130,2022-02-10 16:40:25,"Coastline Trust Co Buys Global X U.S. Preferred ETF, Virtus InfraCap U.S. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
131,2022-02-11 01:40:42,"StoneX Group Inc. Buys iShares Russell 1000 Value ETF, Prudential PLC, BTC iShares MSCI EMU ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
132,2022-02-11 06:43:26,"What's Behind The U.S. Small-Cap Flameout?The small-cap index potentially faces greater headwinds from the normalizing pace of the post-crisis US economic recovery. Click here to know more...
",0
133,2022-02-11 11:20:33,"This Time Is Different - The Fed's Next 'Minsky Moment'Fed is hiking rates after short-term fiscal stimulus pulled-forward demand, creating inflationary pressures and a surge in wages. Click here to know more...
",-1
134,2022-02-11 13:50:36,"Consumer Sentiment Fell Sharply In Early FebruaryThe preliminary February results from University of Michigan Surveys of Consumers show overall consumer sentiment fell sharply in early February, hitting the lowest level since October 2011.
",-1
135,2022-02-11 19:15:24,"How this Week’s Premium Top 10 Performed, February 11, 2022How this Week’s Premium Top 10 Performed, February 11, 2022
",0
136,2022-02-12 06:02:21,"Why AMD and Nvidia Were Down on FridayGlobal tensions are bringing uncertainties to the market, dragging down the semiconductor industry.
",-1
137,2022-02-13 05:00:32,"The Stock Market: Uncertainty RulesUncertainties in the stock market include the future plans of Fed and geopolitical risks. See why I believe that the uncertainties will remain in the market.
",0
138,2022-02-13 19:58:21,"War Will Give Stocks No PeaceThe Viper Report’s Tom Aspray discusses the stock market’s reversal last week and what it may mean when combined with the threat of hostilities in Ukraine.
",-1
139,2022-02-14 09:32:39,"Gold Fields: One Of The Strongest Charts In Gold MiningGold Fields is a great gold mining choice, with undervaluation characteristics, strong dividend payout, & long-life mining reserves. See more on GFI stock here.
",1
140,2022-02-14 15:38:26,"Gotham Asset Management, LLC Buys Gotham Enhanced 500 ETF, S&P 500 ETF TRUST ETF, Berkshire ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
141,2022-02-14 21:23:21,"What to Do Next With No Clear Stock Market DirectionMonday can easily be a day that teaches us the importance of waiting from the sidelines for a better opportunity.
",0
142,2022-02-15 07:03:27,"Continental Resources: Amazing Results And Forward Growth PotentialContinental Resources (CLR) financial performance was driven by the strong oil price environment. Click here to know why the stock looks significantly undervalued at today's price.
",1
143,2022-02-15 09:57:24,"Powell Playing Catch UpLatest US CPI report further stoked inflation fears as inflation rates spiked. Traders expect six Fed rate hikes in 2022. Click here to read more.
",-1
144,2022-02-15 12:03:28,"SPYD: How Low Growth Troubles This High Dividend ETF, And Why It's Best To Avoid Buying TodaySPDR Portfolio S&P 500 High Dividend ETF has significant earnings risks. Read why I believe value stocks will outperform growth and why I'm rating SPYD as hold.
",-1
145,2022-02-15 15:41:37,"Boothbay Fund Management, Llc Buys Amazon.com Inc, Pfizer Inc, Salesforce. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
146,2022-02-15 17:45:21,"Chart Talk: ETF assets congregate towards cheaper fundsETF data points to the fact that 60% of the assets inside the $7T U.S. ETF market fall inside funds that have expense ratios under 0.10%. Learn more.
",1
147,2022-02-15 23:12:26,"Tracking Warren Buffett's Berkshire Hathaway Portfolio - Q4 2021 UpdateBerkshire Hathaway's 13F stock portfolio value increased from ~$293B to ~$331B. BRK.B's largest 3 holdings are 2/3rds of the portfolio. Read the full list here.
",1
148,2022-02-16 09:06:28,"Retail Sales Lead A Busy DayRetail Sales were just released and came in much stronger than expected at the headline level (3.8% vs 2.0%). 
",1
