,date,news,score
23,2022-01-19 13:51:53,"Snap's (SNAP) New Parental Controls to Protect Teen UsersSnap (SNAP) recently added a new safeguard to Quick Add, the friend suggestion feature of Snapchat, to protect 13 to 17-year-olds from being discovered by strangers.
",0
24,2022-01-20 07:55:29,"Futures rise on earnings after Nasdaq enters correction territoryU.S. stock futures rose on Thursday on a string of strong earnings led by American Airlines and insurer Travelers, a day after the tech-heavy Nasdaq plunged…
",1
25,2022-01-20 15:40:40,"'The Witcher' Leads Christmas Streaming Rush, But Non-Netflix Titles Like 'Being The Ricardos', 'Hawkeye' And 'Elf' AboundChristmas week saw The Witcher add viewers and repeat atop the Nielsen top 10, but the chart included an unusually high number of non-Netflix titles, including Hawkeye, Elf and Being the Ricardos. …
",0
26,2022-01-21 10:05:40,"Netflix, Peloton bring pandemic-stock era to shuddering halt as shares plungeNetflix shares poised for biggest drop in almost a decade
",-1
27,2022-01-22 05:46:49,"Truist Financial Corp Grows Stock Holdings in Zynga Inc. (NASDAQ:ZNGA)Truist Financial Corp increased its stake in Zynga Inc. (NASDAQ:ZNGA) by 5.1% during the 3rd quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor owned 92,647 shares of the company’s stock after acquiring an additional 4,522 shares during the period. Truist Financial Corp’s […]
",1
28,2022-01-24 05:40:30,"LIVE MARKETS Many shades of market stressWelcome to the home for real-time coverage of markets brought to you by Reuters reporters. You can share your thoughts with us at markets.research@thomsonreuters.com
",0
29,2022-01-24 13:17:29,"ASX set to sink as Wall Street tumblesThe Australian sharemarket is set to dive more than 3 per cent at the open as Wall Street buckled in anticipation of inflation-fighting measures from the Fed and fretted over the possibility of conflict between Russia and Ukraine.
",-1
30,2022-01-25 07:30:12,"Futures fall ahead of Fed meeting, corporate earningsU.S. stock index futures fell on Tuesday following a turbulent start to the week, with investors keeping an eye out for the Federal Reserve meeting and a host of major earnings from companies including Microsoft.
",0
31,2022-01-25 15:26:36,"Apple's (AAPL) Supply Chain Woes Persist Ahead of Q1 ResultsApple (AAPL) is still facing supply chain constraints ahead of the release of Quarter 1 results for 2022, which is further complicated by Apple's launch of new products
",-1
32,2022-01-26 09:17:47,"'Surveillance: Early Edition' Full (01/26/22)
",0
33,2022-01-27 04:26:15,"What Is Square Payment? Who Is It For?The ""Little White Reader.""
",0
34,2022-01-27 12:21:45,"Q4 GDP at +6.9%; Jobless Claims, Durable Goods Lower+6.9% on the headline is 140 basis points higher than expected, and 3x times higher than Q3's +2.3%. 
",1
35,2022-01-27 18:47:28,"Apple Earnings Beat Calms MarketApple delivered another strong quarter that should help calm the markets down.
",1
36,2022-01-28 07:53:46,"Analyzing Jamf Holdings’ Newly Added Risk FactorsMinnesota-based Jamf Holdings (JAMF) is a software company primarily focused on serving organizations that use Apple (AAPL) products. Its customers include business...
",0
37,2022-01-28 12:40:45,"Most Active Equity Options For Midday - Friday, Jan. 28Here are the 20 most active equity options for midday.
",0
38,2022-01-29 08:54:25,"Where Will Alphabet Be in 10 Years?The tech juggernaut could still have plenty of room to grow.
",1
39,2022-01-31 05:04:48,"Amazon, Meta, Alphabet, PayPal, And AMD: These And Other Stocks To Watch This WeekEarnings season continues with big names reporting, even as stocks edge towards the worst monthly performance since March 2020.
",0
40,2022-01-31 12:34:58,"Most Active Equity Options For Midday - Monday, Jan. 31Here are the 20 most active equity options for midday.
",0
41,2022-02-01 07:07:34,"Don't Sleep on This Wildly Undervalued Growth Stock in 2022Logitech is looking more like the Apple of computer peripherals.
",1
42,2022-02-01 15:24:42,"Investors Won’t Have a Good Time with Phunware for LongPHUN stock rallied in October around hopes of a potential partnership. Without further developments, however, there's little to support Phunware shares.
",-1
43,2022-02-02 09:47:33,"Investing Club: What Cramer is watching Wednesday — the stars and losers of earnings season so farLots of earnings reports for Club stocks this week. We look at who already reported, and look forward to what's still coming. 
",0
44,2022-02-02 19:49:29,"Apple urges lawmakers say no to app store billSmartphone maker Apple Inc , which along with Alphabet's Google is a target of an app store bill expected to be approved by a Senate panel, urged U.S. lawmakers Wednesday not to approve the measure in its current form.
",0
45,2022-02-03 10:26:25,"Today’s best Mac and iOS app deals: Hyperforma, Burger Bistro, Baldur's Gate, moreIt’s time for Thursday’s best Mac and iOS app deals with the best of them now up for the taking below. Apple’s recently-refreshed AirPods Pro with MagSafe case are now on sale at $69 off alongside everything else in our Apple deal hub and its Space Black and Silver Link Bracelets. But for now it’s…
",0
46,2022-02-03 15:21:49,"How Supply Chain Woes Are Impacting Sherwin-WilliamsRevenue grew at the paint company, but profits got hit by higher costs.
",0
47,2022-02-04 06:54:28,"Facebook is the big loser of the fourth quarter's advertising warsFacebook, now Meta, has emerged as the fourth quarter's biggest loser in the hotly contested advertising wars. 
",-1
48,2022-02-04 15:15:51,"Paylocity (PCTY) Q2 Earnings and Revenues Beat EstimatesPaylocity's (PCTY) Q2 results reflect benefits from better sales executions, and the company's sustained investments in technological upgrades and product innovation.
",1
49,2022-02-06 08:41:34,"Microsoft buying Activision is just the beginning -- what you should know as Big Tech gobbles up gamingThe flurry of acquisitions expected in the coming years holds both opportunities and
",1
50,2022-02-07 10:28:20,"The 3 Reasons Why Meta Is A Dangerous Value TrapIt is not unlikely that Meta's DAU will decrease in 2022. It is rather likely that Meta's Average Revenue Per User will decrease in 2022.
",-1
51,2022-02-07 21:42:37,"Prime Capital Investment Advisors, LLC Buys Consumer Discretionary Select Sector SPDR, Walmart ...GuruFocus Article or News written by insider and the topic is about: 
",0
52,2022-02-08 10:19:38,"Cloud monitoring software rank highly as companies overhaul infrastructureG2 has revealed its sixth annual software ranking award lists, revealing the best performing products across various metrics and verticals.
",1
53,2022-02-08 16:18:27,"DAOVentures’ Victor Lee on why he’s bullish on Avalanche and what he expects from Ethereum 2.0DAOVentures is a crypto-native investment platform, aimed at giving users easy access to profitable strategies.
",1
54,2022-02-09 09:30:55,"Apple may be at 'inflection point' for higher enterprise adoption: Wells FargoApple (AAPL) generates the vast majority of its revenue from consumers, but Wells Fargo believes the tech giant is at a ""point of inflection"" in the enterprise, which could...
",1
55,2022-02-09 15:27:46,"5 Top-Ranked Tech ETFs to Buy at Bargain PriceHere are five ETFs that are down by double digits from a year-to-date look.
",1
56,2022-02-10 11:11:29,"Is SPY A Good Investment For Beginner ETF Investors?The S&P 500 is a semi-actively managed index that only holds a subset of large-cap, profitable stocks. Find out if SPY is a good investment for beginners.
",0
57,2022-02-11 05:38:30,"L2 Asset Management, LLC Buys iShares Russell 1000 Value ETF, Apple Inc, Microsoft Corp, Sells ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
58,2022-02-11 16:33:56,"Wall St Week Ahead-Crypto investors face more uncertainty after rocky start to 2022NEW YORK — Investors are bracing for more gyrations in bitcoin and other cryptocurrencies, as worries over a hawkish Federal Reserve threaten to squelch risk…
",-1
59,2022-02-14 05:56:47,"Futures slide on fears of potential Russian attack on UkraineU.S. stock index futures fell nearly 1% on Monday, pointing to a fresh round of declines on Wall Street with investors rattled by warnings that Russia could invade Ukraine at any time.
",-1
60,2022-02-15 03:07:33,"Surging ransomware data leaks point to ‘weaponization of data,’ CrowdStrike saysCrowdStrike's 2022 threat report reveals an 81% increase in ransomware-related data leaks - showing why zero trust identity security is key.
",0
61,2022-02-15 13:39:46,"Sunbelt Securities, Inc. Buys Berkshire Hathaway Inc, NVIDIA Corp, Apple Inc, Sells Innovator U. ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",0
62,2022-02-16 09:38:35,"Richly-Valued Chip Giant Nvidia Has No Room for an Earnings Slip-Up
",1
63,2022-02-16 19:44:53,"Capital Research Global Investors Buys Rivian Automotive Inc, Apple Inc, General Electric Co, ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",0
64,2022-02-17 14:39:42,"Clarkston Capital Partners, LLC Buys Altice USA Inc, Apple Inc, Blackstone Inc, Sells Intuitive ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",1
65,2022-02-18 09:07:09,"South African OTT and Pay TV Market Forecasts Report to 2027: Forecasts for Netflix, Amazon Prime Video, Disney+, Apple TV+ and Showmax - ResearchAndMarkets.comThe 
",0
66,2022-02-19 03:35:41,"Apple Watch vs. Garmin: Which smartwatch should you buy?We can help you decide whether an Apple Watch or Garmin smartwatch is best for you
",0
67,2022-02-21 09:50:00,"Cliff Asness Is Selling These 10 StocksIn this article, we discuss 10 stocks that Cliff Asness is selling. If you want to skip our detailed analysis of Asness’ history, hedge fund performance, and investment philosophy, go directly to Cliff Asness Is Selling These 5 Stocks. Cliff Asness co-founded AQR Capital Management in 1998, which is a Connecticut-based hedge fund that manages […]
",0
68,2022-02-22 09:12:34,"Pentesting firm NetSPI expands into attack surface managementNetSPI announced it's bringing together its enterprise pentesting service with external attack surface management (EASM).
",1
69,2022-02-22 17:26:53,"Apple VR/AR headset report just tipped release date for this yearApple's first headset is tipped for mass production in August/September
",1
70,2022-02-23 14:59:33,"Li Lu Bulks Up Meta and Bank of America Positions, Sheds PinduoduoGuruFocus Article or News written by Sydnee Gatewood and the topic is about: Himalaya Capital leader reveals 4th-quarter portfolio
",1
71,2022-02-24 10:14:31,"These tech stocks are the safest bets amid market selloff on Russia-Ukraine invasion, Wedbush saysIves said investors should look to large-cap technology stocks and cybersecurity names amid the market selloff driven by Russia's invasion of Ukraine.
",1
72,2022-02-25 07:54:08,"Why the energy shock from Russia’s invasion of Ukraine won’t wreck the stock marketOil's falling percentage of GDP and personal spending makes a jump in prices as a result of Russia's invasion of Ukraine less likely to send the economy into...
",0
73,2022-02-26 17:02:42,"10 Best Small Cap Stocks To Buy for 2022In this article, we discuss the 10 best small-cap stocks to buy for 2022. You can skip our comprehensive analysis of these stocks, go directly to 5 Best Small Cap Stocks To Buy for 2022. Almost every monolith on the stock market began trading as a small-cap stock. A company’s market cap, or market capitalization, […]
",1
74,2022-02-28 07:21:28,"Apple could see 'upside if execution sustains Q1 growth,' J.P. Morgan saysApple (AAPL) is poised to see ""upside"" if it is able to execute and show the growth that it saw in its fiscal first-quarter, according to a new investment note from J.P
",1
75,2022-02-28 20:04:42,"Aqara Introduces Smart Door Lock A100 Zigbee with Apple Home Key SupportAqara, a leading provider for smart home products, announced the launch of its mortise-style Smart Door Lock A100 Zigbee.
",1
76,2022-03-01 16:03:46,"Apple says it halted all product sales in RussiaApple Inc said on Tuesday it has paused all product sales in Russia in response to the Russian invasion of Ukraine.
",0
77,2022-03-02 08:36:36,"Apple suspends product sales in RussiaThe company wrote in a statement Tuesday that it’s deeply concerned about the Russian invasion of Ukraine.
",0
78,2022-03-02 14:36:07,"Wall Street jumps; Powell assuages fear of aggressive hikeWall Street surged on Wednesday after Federal Reserve Chair Jerome Powell signaled the central bank would likely raise interest rates less than some investors…
",1
79,2022-03-03 08:33:08,"Brown-Forman Delivers Strong Year-to-Date Results and Revises Full Year OutlookBrown-Forman Corporation (NYSE: BFA, BFB) reported financial results for its third quarter and nine months ended January 31, 2022. For the third quart
",0
80,2022-03-03 16:19:45,"Acadia Realty Trust Provides Acquisition Update and Will Present at the Citi 2022 Global Property CEO ConferenceAcadia Realty Trust (NYSE: AKR) (“Acadia” or the “Company”) today announced that the Company completed approximately $124 million of Core acquisitions
",1
81,2022-03-04 11:21:02,"Apple Sets April 11 Return-to-Work Deadline for Corporate Staff(Bloomberg) -- Apple Inc. has set an April 11 deadline for corporate employees to return to in-person work, marking a key test of whether the tech giant can reestablish office life in the Zoom era. 
",0
82,2022-03-05 12:18:17,"Here's How Apple Shareholders Voted In Cupertino's Annual MeetingTech giant Apple Inc's (NASDAQ: AAPL) annual shareholder meeting was held virtually Friday and here are the key takeaways from the meeting.
",0
83,2022-03-07 08:02:27,"Apple iPhone SE with 5G, iPad Air to add to 'monster product cycle:' IvesApple (AAPL) is set to host a virtual product event tomorrow, where it is widely expected to unveil a new iPhone SE with 5G capabilities, as well as a new iPad Air and some Macs using...
",1
84,2022-03-07 17:29:50,"Katie Aselton Joins Bill Burr's Comedy 'Old Dads' For MiramaxEXCLUSIVE: Katie Aselton (The Morning Show) has signed on to star alongside Bill Burr, Bobby Cannavale and Bokeem Woodbine in the comedy Old Dads, which Burr wrote and is directing for Miramax and …
",0
85,2022-03-08 09:55:37,"New York Has a New Luxury Day Spa, and You Can't Beat the View
",0
86,2022-03-08 14:36:24,"You can spend $8,000 on the new Mac Studio if you want toIf you want to max out the new Mac Studio, it's gonna cost you
",0
87,2022-03-09 04:56:49,"MediaTek Captures 46 Percent Share in Android Tablet Apps Processors, Says Strategy AnalyticsAccording to Strategy Analytics, the global tablet applications processor (AP) market declined 14 percent in unit terms but grew 8 percent in revenue 
",1
88,2022-03-09 11:54:24,"Surfshark One: features, devices and price explainedA full security bundle from one of VPN's biggest players
",0
89,2022-03-10 00:17:00,"Russian risk recalibration a wake-up call for investorsFor funds undeterred in their investment choices by the killing of Saudi journalist Jamal Khashoggi or China's treatment of the Uyghurs, Russia's invasion of Ukraine is proving a wake-up call.
",-1
90,2022-03-10 10:27:27,"Wall St drops as inflation data cements rate hike betsWall Street’s main indexes fell on Thursday, with technology stocks leading the declines after data showed consumer prices surged in February, cementing the…
",-1
91,2022-03-10 21:36:36,"Russian shoppers weaken case for companies to stayAdidas and Unilever are among those cutting back in the country. They make way for locals such as retailer Magnit and Asian consumer giants that stick around to gain market share. The effect of sanctions on disposable incomes, however, makes the financial logic less compelling.
",-1
92,2022-03-11 11:05:33,"3 Growth Stocks for the Next 10 Years and BeyondBuy them now and resist the temptation to meddle with them between now and 2032.
",1
93,2022-03-12 15:31:27,"Why The Stock Market ClosesThere are many stock markets across the globe, with most of them operating throughout the weekdays. But the timetable of trading hours varies considerably depending on each region or country.
",0
94,2022-03-15 10:32:33,"How Investors Can Grab Better Returns for Computer and Technology Using the Zacks ESP ScreenerThe Zacks Earnings ESP is a great way to find potential earnings surprises. Why investors should take advantage now.
",1
95,2022-03-16 07:13:45,"Suppress Your Fears and Hold the SPY ETF for YearsSPY stock does an admirable job of tracking America's most important broad-market index, and it rewards patient investors in the long run.
",1
96,2022-03-16 15:48:43,"Hulu, Amazon’s Prime Video Bite into Scripted Dramedy Reginald the Vampire from Thunderbird Entertainment’s Great Pacific MediaGreat Pacific Media (“GPM”), a Thunderbird Entertainment Group Inc. (TSXV: TBRD, OTCQX: THBRF) Division, together with SYFY, are announcing that Hulu 
",0
97,2022-03-17 10:12:35,"Avantis Investors Launches New ETFs: AVSU and AVSDAvantis Investors, a $9.2 billion investment offering from global asset manager American Century Investments, today launched two new funds.
",1
98,2022-03-18 07:02:37,"How Pay-to-Play Is Revolutionizing Blockchain GamingAn innovative monetization model in gaming benefits developers and players alike.
",1
99,2022-03-19 02:05:47,"Apple Watch 7 vs. Garmin Instinct 2: Which smartwatch should you buy?Here's how the Apple Watch 7 and Garmin Instinct 2 stack up
",0
100,2022-03-21 07:17:31,"Apple Pencil 2 falls to a new 2022 low of $104 following $25 discount, moreJust after seeing launch day discounts emerge on the new iPad Air 5 that are still up for the taking, Amazon is carrying over those savings to a must-have accessory to complete the iPadOS experience. Right now, Amazon has the Apple Pencil 2 on sale for $103.99 shipped. Down from $129, today’s offer is marking…
",-1
101,2022-03-21 16:17:17,"Markets See Mixed Day Amid Rising Oil Prices, Treasury YieldsU.S. indices finished lower Monday as stocks pulled back from last week’s rally. A drop in Boeing Co (NYSE: BA) following a 737 crash, a rise in oil prices and a rise in...
",0
102,2022-03-22 11:20:07,"BlackBerry (BB) & Marelli Tie Up to Advance Cockpit TechnologyBlackBerry's (BB) QNX Neutrino RTOS solution is being utilized by Marelli for its in-production projects in China. 
",1
103,2022-03-25 05:50:20,"EU targets Big Tech with sweeping new antitrust rules set to become effective OctoberNew European antitrust regulations could dramatically reshape the business models of technology giants like Meta, Apple, Amazon and Google.
",-1
104,2022-03-25 14:39:30,"The bull case on Apple that could take it 70% higher from here, according to Evercore ISISome multi-billion opportunities in AR/VR, advertising and more could help the tech company hit the upside scenario. 
",1
105,2022-03-27 17:22:28,"These Are The Top 10 Stocks Held On Robinhood: Where Do Apple, Tesla, AMC And Sundial Rank?Robinhood is one of the most popular stock trading platforms for retail traders, especially those new to the market. The platform highlights some data on its app, including the...
",0
106,2022-03-28 09:06:22,"Apple May Launch iPhone Subscription BundlesApple's mobile hardware already makes up the lion's share of its revenue, and this could make its smartphones even easier to buy. 
",1
107,2022-03-28 17:23:58,"Tested: New PreSonus AudioBox GO brings dual mic/guitar I/O to your content creation kit at $80Today we are taking a closer hands-on look at PreSonus’ new affordable audio interface known as the AudioBox GO.
",1
108,2022-03-29 09:50:50,"Tech CEOs Can’t Afford to Ignore Their Stock Prices
",0
109,2022-03-30 03:33:32,"Apple Rides On Historic Oscar Win, Dangles Free Friday Night Baseball Games on Apple TV+Apple Inc (NASDAQ: AAPL) and Major League Baseball (MLB) said Tuesday that “Friday Night Baseball” will be available for free to anyone with an Apple TV+ and internet access.
",1
110,2022-03-30 11:39:42,"My Top Dividend Stock to Buy in April (And It's Not Even Close)Starbucks blends income, value, and growth together in one compelling investment.
",1
111,2022-03-31 00:48:04,"Meta and Apple Hand Over Data to Hackers (Podcast)
",-1
112,2022-03-31 11:17:41,"Netflix (NFLX) Expands Family Content With Spy Kids RebootNetflix (NFLX) inks deal with Skydance, Spyglass and director Robert Rodriguez to reboot successful franchise Spy Kids.
",1
113,2022-04-01 06:45:41,"7 Reddit Stocks to Buy for AprilInvestors looking for stocks with some momentum would be wise to pay attention to these seven trending Reddit stocks.
",1
114,2022-04-01 14:43:04,"Wall St edges up as payrolls report keeps Fed on trackNEW YORK — U.S. stocks rose modestly to kick off the second quarter on Friday, as the monthly jobs report indicated a strong labor market and is likely to keep…
",1
115,2022-04-03 11:59:36,"Evan Cheng interview: How Mysten Labs hopes to bring scale to blockchain gamesEvan Cheng, CEO of blockchain tech company Mysten Labs, says the best way to convince people about blockchain games is to show them.
",1
116,2022-04-04 11:27:21,"Surprise Amazon sale slashes the Apple Watch 7 to $329.99 - the lowest price everScore a massive $69 discount on the best-selling Apple Watch 7
",1
117,2022-04-05 08:38:30,"Adjust Datascape offers advanced analytics for mobile app marketersAdjust today launched Adjust Datascape, an advanced analytics solution designed to deliver critical business and performance.
",1
118,2022-04-05 18:25:03,"Stock Market Today: Dow Slips on Tech Wreck as Fed Officials Talk Up TighteningBy Yasin Ebrahim
",-1
119,2022-04-06 12:26:48,"The best workout headphones in 2022The best workout headphones you can buy to help you boost your fitness plan, based on our own active lifestyle testing
",0
120,2022-04-07 08:33:22,"Elon Musk's Twitter stake is meaningless, says Tesla bull Ron BaronRon Baron, the CEO of Baron Capital and one of Tesla's largest shareholders, believes that Elon Musk's $3 billion stake in Twitter isn't significant. 
",0
121,2022-04-07 18:38:36,"Be conservative with FAANG stocks as anticipated Fed rate hikes spurn a market pivot, Jim Cramer says""We've got a new bull market in recession-proof names that can keep putting up good numbers even in the face of a slowdown,"" the ""Mad Money"" host said Thursday.
",1
122,2022-04-08 15:52:32,"Could Netflix Be Targeting Live NFL Streaming And Docuseries? Should Apple, Amazon And ESPN Be Worried?Streaming giant Netflix Inc (NASDAQ: NFLX) is well-known for its partnered content and original programming. Could live sports and a continued focus on sports docuseries be a huge growth driver for the company going forward?
",1
123,2022-04-10 15:08:40,"John C. Reilly Says 'Winning Time' Celebrates Lakers Owner Jerry Buss' Leadership In Integration - Contenders TVJohn C. Reilly plays Los Angeles Lakers owner Jerry Buss in the HBO series Winning Time: The Rise of the Lakers Dynasty. Buss recruited Magic Johnson and turned the Lakers around beginning the late…
",0
124,2022-04-11 11:19:35,"First-Quarter PC Shipments Fell 5.1%. Apple and Dell Gained Share While HP Slipped.A first-quarter slip was expected, and global shipments of 80.5 million units surpassed the 80 million level for the seventh consecutive quarter.
",0
125,2022-04-12 06:53:33,"Apple's latest M1 Mac mini returns to Amazon all-time low of $570 following $129 discountThe Mac Studio may have taken the Apple desktop spotlight, but today Amazon is ready to shift the focus over to the latest M1 Mac mini. Now on sale for an all-time low, the entry-level 256GB model is down to $569.99 shipped with the price dropping once added to your cart. While you’d more regularly pay…
",1
126,2022-04-12 14:01:28,"iPhone 14 tipped for satellite connectivity — what it means for youFeature would let you send emergency messages when cellular and Wi-Fi networks aren't available
",1
127,2022-04-13 09:24:21,"What Cramer is watching Wednesday — JPMorgan misses, Delta forecasts profit, Bed Bath disappointsClub holdings Apple, Amazon and PayPal are among the stocks making headlines this morning.
",1
128,2022-04-13 18:54:48,"Enjoy Stankey's New AT&T And Keep The WBD SharesThe historic merger was finally closed on Friday, as the two entities parted ways and have started to trade independently from each other starting this week.
",0
129,2022-04-14 15:24:39,"Health tech companies strike deals to grow virtual diabetes care, telepsychiatryIn the latest edition of STAT Health Tech: new deals to expand virtual diabetes care, the drop in digital health funding, and the churning rumor mill around Apple Watch's health measures.
",1
130,2022-04-16 15:59:34,"Analysts Set Apple Inc. (NASDAQ:AAPL) Price Target at $191.04Apple Inc. (NASDAQ:AAPL – Get Rating) has been given an average rating of “Buy” by the thirty-five brokerages that are covering the company, MarketBeat.com reports. Six investment analysts have rated the stock with a hold rating, twenty-one have assigned a buy rating and one has given a strong buy rating to the company. The average […]
",1
131,2022-04-18 12:03:26,"ASML Holding (ASML) to Post Q1 Earnings:: What's in the Cards?ASML Holding's (ASML) first-quarter results are likely to reflect benefits from strong momentum across EUV Sytems despite the coronavirus-led uncertainties.
",1
132,2022-04-19 08:03:31,"Change Healthcare Launches InterQual 2022, Delivering the Latest Evidence-Based Criteria and Technology to Optimize Clinical Decision SupportChange Healthcare Launches InterQual® 2022, Delivering the Latest Evidence-Based Criteria and Technology to Optimize Clinical Decision Support
",1
133,2022-04-19 16:09:54,"Today's Best Deals: Savings You Won't Want to MissWelcome to Deals of Note, where Gear Patrol captures all the best deals of the day. You can also follow all our deal posts in the Deals section.
",0
134,2022-04-20 11:51:32,"Hot Housing Market Reaches Boiling Point
",1
135,2022-04-21 01:30:42,"Apple iPhone Problem — Siri Adds “Hey” or “Oh” to Texts: Jeff KaganApple needs to fix an annoying new problem before it causes harm to the company.
",0
136,2022-04-21 12:52:29,"Inflation And Tech Earnings Set To Rattle Many Markets Next WeekNext week, the largest market events will centre on inflation, with Australia and the European Area updating the market as to their respective rising consumer prices.
",0
137,2022-04-22 08:52:40,"Tech Sell-Off: 1 Growth Stock to Buy at a 56% DiscountThis company is a trailblazer in the booming digital language learning industry.
",1
138,2022-04-22 18:07:26,"AAPL, AMZN, GOOG, MSFT, FB: Why Are Stocks Down Today?The markets are deep in the red today nearly across the board, capping off a rough few weeks for U.S. companies. Why are stocks down today?
",-1
139,2022-04-24 09:36:32,"Score a new low on a stainless steel Apple Watch Series 7 with Milanese Loop bandat $100 offAmazon is now offering the Apple Watch Series 7 45mm GPS + Cellular for $699 shipped in stainless steel with a Milanese Loop band. While you would more typically pay $799, today’s offer amounts to $100 in savings alongside a new all-time low. This is $20 under our previous mention, as well. Centered around a…
",1
