,date,news,score
22,2022-01-19 06:09:37,"Peninsula Wealth LLC Grows Stake in Apple Inc. (NASDAQ:AAPL)Peninsula Wealth LLC grew its holdings in shares of Apple Inc. (NASDAQ:AAPL) by 5.9% during the third quarter, Holdings Channel reports. The firm owned 63,499 shares of the iPhone maker’s stock after purchasing an additional 3,516 shares during the period. Apple accounts for about 2.9% of Peninsula Wealth LLC’s portfolio, making the stock its 10th […]
",35
23,2022-01-19 14:06:23,"We don't need a new iPad Pro in 2022No more incremental updates
",85
24,2022-01-20 08:05:55,"Cantaloupe Celebrates 30 Years of Innovation in Autonomous RetailCantaloupe celebrates 30 years of innovation in autonomous retail with next-generation technology, payment methods and research.
",25
25,2022-01-20 15:45:40,"2 Blue-Chip Stocks Consolidate In A Key Pattern: What Will The Break Bring For Apple And Disney?Apple Inc. (NASDAQ: AAPL) and Walt Disney Co (NYSE: DIS) have developed inside bar patterns on the daily chart. An inside bar pattern indicates a period of consolidation and...
",20
26,2022-01-21 10:28:11,"Nasdaq extends declines to fourth day on Netflix letdownWall Street’s main indexes fell on Friday, with the Nasdaq set for its fourth straight day of declines after a weak forecast from Netflix sent its shares along…
",85
27,2022-01-22 07:02:29,"macOS 13 release date rumors, compatible Macs, and 5 features we want to seeIs a mammoth update coming?
",85
28,2022-01-24 06:03:50,"Apple Inc. (NASDAQ:AAPL) Shares Sold by Beirne Wealth Consulting Services LLCBeirne Wealth Consulting Services LLC lowered its holdings in Apple Inc. (NASDAQ:AAPL) by 8.1% during the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 22,736 shares of the iPhone maker’s stock after selling 2,000 shares during the period. Apple comprises 1.8% of Beirne Wealth […]
",78
29,2022-01-24 13:31:42,"ASX set to sink as Wall Street tumblesThe Australian sharemarket is set to dive more than 3 per cent at the open as Wall Street buckled in anticipation of inflation-fighting measures from the Fed and fretted over the possibility of conflict between Russia and Ukraine.
",85
30,2022-01-25 07:46:14,"Should Fidelity Nasdaq Composite Index ETF (ONEQ) Be on Your Investing Radar?Style Box ETF report for ONEQ
",75
31,2022-01-25 15:34:54,"Bose QuietComfort ANC Earbuds on sale from $149 (Save $130), more starting at $105Amazon is now offering the Bose QuietComfort Noise Cancelling Earbuds for $219 shipped in several styles. Down from $279, you’re looking at $60 in savings and the second-best price yet only beaten by Black Friday. Direct from Bose, you can save an extra $50 on a refurbished pair, which drops to $149 when code SAVE50…
",85
32,2022-01-26 09:27:15,"Shef Bolsters Leadership Team with Appointment of Key DC and Silicon Valley HiresWith these hires, 81% of cooks using Shef and nearly half of employees and its leadership team identify as female
",35
33,2022-01-27 04:28:23,"Netflix (NASDAQ:NFLX) Stock Rating Lowered by Zacks Investment ResearchNetflix (NASDAQ:NFLX) was downgraded by Zacks Investment Research from a “hold” rating to a “strong sell” rating in a research report issued on Tuesday, Zacks.com reports. They currently have a $329.00 target price on the Internet television network’s stock. Zacks Investment Research‘s target price indicates a potential downside of 8.53% from the company’s current price. […]
",85
34,2022-01-27 12:35:31,"Most Active Equity Options For Midday - Thursday, Jan. 27Here are the 20 most active equity options for midday.
",85
35,2022-01-27 19:04:27,"Smartphone Shipments Declined in the Fourth Quarter But 2021 Was Still a Growth Year with a 5.7% Increase in Shipments, According to IDCWorldwide smartphone shipments declined 3.2% year over year in Q4 2021 while full-year shipments grew 5.7% in 2021, according to IDC.
",35
36,2022-01-28 07:58:38,"Stocks making the biggest moves premarket: Caterpillar, Chevron, Apple and othersThese are the stocks posting the largest moves before the bell.
",65
37,2022-01-28 12:44:27,"HBO Sets 'Everyone In My Family Has Killed Someone' Limited Series Adaptation With Bruna Papandrea As EPEXCLUSIVE: HBO may have found their next murder mystery limited series obsession. In a competitive situation, the premium network, partnered with Bruna Papandrea’s Made Up Stories and Endeavo…
",35
38,2022-01-29 09:20:37,"Texas Instruments: A Perpetual Compounder That Rivals Our Apple InvestmentTwo traits of an ideal compounder are high return on capital employed and enviable capital allocation flexibility. Texas Instruments is a stock that demonstrates both traits.
",20
39,2022-01-31 05:06:27,"52 Biggest Movers From FridayGainers
",85
40,2022-01-31 12:41:32,"Dip Buyers Wade Back In as Nasdaq Nears Worst January Since 2008
",85
41,2022-02-01 07:17:01,"Apple's latest 12.9-inch M1 iPad Pros now $100 off at AmazonJoining all of the other iPad discounts live right now, Amazon is keeping the ball rolling by taking $100 off a selection of Apple’s latest 12.9-inch M1 iPad Pro models starting at $999 shipped. Matching the best discounts we’ve seen this Black Friday, this sale has one of the wider arrays of configurations ranging from…
",78
42,2022-02-01 15:40:12,"Ford reportedly plans to increase EV spending by up to $20 billionFord could accelerate its deployment of EVs that could include increasing investments in the vehicles by up to $20 billion, according to Bloomberg News.
",85
43,2022-02-02 09:47:56,"Family Firm, Inc. Buys Apple Inc, iShares MSCI Emerging Markets ETF, PIMCO Active Bond ETF, ...GuruFocus Article or News written by insider and the topic is about: 
",78
44,2022-02-02 19:59:25,"Bark but no bite: Why sharemarkets have roared backAfter last week’s brutal sell-off sharemarkets have bounced back strongly. Investors seem to have concluded that central bankers are more talk than action. But that could change in an instant.
",65
45,2022-02-03 10:31:26,"Agitating ECB, 25% Facebook plunge reboot global selloffLONDON — Global markets suffered a fresh wave of selling on Thursday as Europe’s top central banks reacted to growing inflation pressures and as a downbeat…
",85
46,2022-02-03 15:23:15,"Senate committee passes bill aimed at Apple, Google's app storesThe Senate Judiciary Committee on Thursday overwhelmingly passed a bill aimed at curtailing the market power of Apple Inc.'s undefined and Google parent...
",78
47,2022-02-04 07:00:06,"This way of picking value stocks has actually worked — and Berkshire Hathaway screens the bestValue stocks are still the way to play the rise in global interest rates. But what's the best way of picking them?
",75
48,2022-02-04 15:24:08,"LG’s popular 65-inch C1 4K OLED TV packs HDMI 2.1, 120Hz VRR, more at $547 offThrough the end of today, Woot is offering the LG 2021 C1 65-inch 4K Smart TV for $1,649.99 Prime shipped. Delivery will run you $6 otherwise. Delivering a new all-time low, this is down from the $2,197 going rate while also beating our previous mention for the Amazon low by $147. As one of LG’s latest…
",85
49,2022-02-06 08:51:17,"Week 6 MDA Breakout Stocks - February 2022: Short-Term Picks To Give You An EdgeIn this article, we discuss about two sample Breakout Stocks for Week 6 with better than 10% short-term upside potential and a Dow stock pick. Read more here.
",78
50,2022-02-07 10:33:44,"Inflation: Energy and Materials Lead Earnings Growth Ahead Of Thursday's CPI ReportThis post contains sponsored advertising content. This content is for informational purposes only and not intended to be investing advice.
",78
51,2022-02-07 22:07:34,"US Tech Stocks Trading - Elliott Wave StrategiesUS Stocks: ELLIOTT WAVE ANALYSIS Tesla (TSLA) Amazon (AMZN) Apple (AAPL) Alphabet (GOOGL) Facebook (FB) Meta Platforms (META) Microsoft (MSFT) JPMorgan Chase (JPM) Technical Analysis & Day Trading Strategies
",85
52,2022-02-08 10:22:22,"Apple to allow businesses accept contactless payments through iPhoneApple Inc said on Tuesday it would allow businesses accept contactless payments through its new ""Tap to Pay"" feature on iPhones.
",20
53,2022-02-08 16:21:31,"Here is why Block (NYSE:SQ) is Fundamentally Strong, and has Enough Resources to Handle CompetitionBlock, Inc. (NYSE:SQ) shareholders may be concerned to see the share price fall 55% over the last three months. While the long term performance of the stock was great (609% return over the last 5 years) this is prompting investors to ask whether this is a short term issue, or a lasting situation. In addition, the company has raised its debt level to US$5.4b. This further increases the concerns of investors that things might not be all that great.
",75
54,2022-02-09 09:36:41,"3 Dividend Stocks That Are Too Cheap to Pass UpThese stocks have a combination of great dividend yields and growth potential ahead of them.
",20
55,2022-02-09 15:33:41,"The Galaxy S22 Ultra makes the small stuff feel importantI know I should be trying to decide if the new Samsung Galaxy S22 Ultra is a Note-ified S or an S-ified Note, but I can’t get past the updated texture on the S Pen. Sweating the small stuff &…
",35
56,2022-02-10 11:37:22,"Amazon Could Buy Peloton And So Should YouPeloton soared on news that it could be up for sale. See why I believe that Amazon could lead bidding process for PTON stock. Learn more here.
",85
57,2022-02-11 05:43:18,"Apple issues major security patch for iOS — update your iPhone nowApple's pushed an update for a serious security flaw
",20
58,2022-02-11 16:36:36,"What Is Apple Time Machine On Mac? How To Use ItThe Apple Time machine is a built-in backup feature on your Mac. It takes snapshots of your entire system and saves them on an external drive.
",20
59,2022-02-14 06:08:36,"Peloton’s Comeback Will Be an Uphill ClimbPTON stock soared this week. However, its comeback will take a lot longer to pull off, if it manages to bounce back at all.
",85
60,2022-02-15 04:57:23,"Financial Comparison: Playtika (NASDAQ:PLTK) vs. Beyond Commerce (OTCMKTS:BYOC)Playtika (NASDAQ:PLTK) and Beyond Commerce (OTCMKTS:BYOC) are both consumer discretionary companies, but which is the better business? We will compare the two companies based on the strength of their dividends, risk, institutional ownership, profitability, valuation, earnings and analyst recommendations. Analyst Recommendations This is a summary of recent ratings for Playtika and Beyond Commerce, as provided […]
",78
61,2022-02-15 13:45:35,"Super Bowl 2022 Halftime Performers Dominate iTunes Charts After PerformanceThe Super Bowl 2022 halftime show featured an ensemble of hip-hop artists, including some who had their biggest hits in the 1990s and early 2000s. With fans feeling nostalgic...
",75
62,2022-02-16 09:42:43,"Thinking about trading options or stock in Upstart, NVIDIA, Coca-Cola, Apple, or Rivian Automotive?Thinking about trading options or stock in Upstart, NVIDIA, Coca-Cola, Apple, or Rivian Automotive?
",78
63,2022-02-16 20:05:30,"Top Stock Reports for Apple, Walt Disney & BroadcomToday's Research Daily features new research reports on 16 major stocks, including Apple Inc. (AAPL), The Walt Disney Company (DIS), and Broadcom Inc. (AVGO).
",78
64,2022-02-17 14:40:19,"Camarda Financial Advisors, LLC Buys iShares Russell 3000 ETF, The Energy Select Sector SPDR ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",78
65,2022-02-18 09:40:20,"U.S. Apple store workers looking to unionize - Washington PostEmployees at many Apple Inc stores in the United States are working to unionize, the Washington Post reported…
",85
66,2022-02-19 05:03:27,"OnePlus 10 Pro vs iPhone 13 Pro: two smartphones in the Pro leagueTwo of the top-end phones right now
",50
67,2022-02-21 10:07:57,"Today’s best Mac and iOS app deals: ABBYY Business Card Reader Pro, Severed, moreIt’s time to kick off another week in Mac and iOS app deals with Monday’s best offers. Just be sure to check out deals on Apple’s new MagSafe Leather Wallet as well as this Apple gift card offer to score even deeper deals on apps like those on sale below. Our collection is headlined by…
",50
68,2022-02-22 09:16:41,"Meet SPYR Technologies' Applied Magix's CEO Dr. Harald ZinkTHE WOODLANDS, Texas, Feb.  22, 2022  (GLOBE NEWSWIRE) — via InvestorWire — SPYR, Inc. dba SPYR Technologies (OTCQB: SPYR) ( https://spyr.com ), a technology…
",78
69,2022-02-22 17:39:21,"Cypress Capital Management Llc Buys Vanguard Short-Term Corporate Bond ETF, Vanguard ...GuruFocus Article or News written by GuruFocusNews and the topic is about: 
",78
70,2022-02-23 15:03:57,"Match.com founder Gary Kremen has pivoted to local politics, and lit a fire in Silicon Valley assessor’s raceThe man who fought a notorious decade-long legal battle for the rights to the Sex.com domain is engaged in a new fight that is becoming just as offbeat: The...
",85
71,2022-02-24 10:15:10,"First Student to Expand Operations with Acquisition of Apple Bus CompanyFirst Student to Expand Operations with Acquisition of Apple Bus Company
",78
72,2022-02-25 08:08:57,"RevoluGROUP Canada Inc. RevoluPAY Commences Airbnb Processing and Ukraine Fee Free RemittancesVancouver, BC, Feb.  25, 2022  (GLOBE NEWSWIRE) —  RevoluGROUP Canada Inc. ( TSX -V:  REVO ) ,  (Frankfurt:  IJA2 ) (the “Company”) is pleased to announce that…
",78
73,2022-02-26 18:20:19,"Without standards, there is no metaverseUnless all of the devices and rendered worlds of the metaverse use the same standards, the metaverse will stall.
",85
74,2022-02-28 07:36:32,"How to watch West Side Story online and stream Oscar-nominated movie where you areTonight, tonight...
",60
75,2022-02-28 20:32:10,"Alfonso Cuarn's Apple Series 'Disclaimer' Adds 'The Power Of The Dog' Oscar Nominee Kodi Smit-McPhee2022 Oscar nominee Kodi Smit-McPhee (The Power of the Dog) has signed on to star alongside Cate Blanchett and Kevin Kline in Apple TV+’s upcoming series Disclaimer created by Alfonso Cuarón, …
",35
76,2022-03-01 16:09:25,"Russian VTB Bank's mobile app may not work fully on Apple mobiles, bank saysMOSCOW — Russia’s VTB Bank’s mobile app may soon not function fully on devices using Apple’s iOS operating system, the news agency RIA agency cited the bank as…
",85
77,2022-03-02 08:42:39,"LG's 65-inch HDMI 2.1 OLED Smart TV with AirPlay 2 returns to low at $1,650 ($250+ off)Woot is now offering the LG 65-inch Class C1 Series OLED 4K UHD Smart TV for $1,649.99 shipped. Fetching closer to $2,100 or more for most of 2021, it now carries a regular price of $1,900 at Best Buy and has never dropped below $1,797 at Amazon. Today’s deal is $247 below the current Amazon…
",65
78,2022-03-02 15:00:41,"Ukraine to seek action against Russia from about 50 gaming, cloud and other tech firmsUkraine plans to urge about 50 additional tech companies, including in gaming, esports and internet infrastructure, to take action against Russia, following a…
",85
79,2022-03-03 08:36:36,"Adobe Photoshop Elements 2022 for Mac and PC hits new all-time low at $56 (Reg. $100)Today only, as part of its Gold Box Deals of the Day, Amazon is offering Adobe Photoshop Elements 2022 for Mac and PC at $55.99 shipped. Regularly $100, this is 44% off the going rate, $15 under the previous deal price, and the lowest we can find. It is also a new Amazon all-time low.…
",20
80,2022-03-03 16:29:34,"Low-Priced iPhone Will Help AAPL Stock Heat Up After ‘Peak Performance’ Apple EventApple's ""Peak Performance"" event is coming soon and AAPL stock is rising. Here's why investors should be excited for it.
",20
81,2022-03-04 11:38:57,"The Dark Knight trilogy falls to $40 at Amazon on 4K Blu-ray, more Batman bundles from $35Today only, as part of its Gold Box Deals of the Day, Amazon is offering a selection of Batman movies on Blu-ray from $35 shipped. Our favorite deal here is The Dark Knight Collection on 4K Blu-ray for $39.99. Down from $50, this 20% discount returns the collection to the lowest price that Amazon has…
",65
82,2022-03-05 12:56:33,"EXCLUSIVE: Ginger, Shoutem Partner To Offer Direct-To-Consumer Apps To Cannabis RetailersGinger [Commerce], a California pure-play, direct-to-consumer platform, launched an exclusive part...
",85
83,2022-03-07 08:10:35,"Apple Watch Series 6 see cert. refurb discounts from $250 (Orig. $399+), more starting at $120Through the end of today, Woot is discounting a selection of previous-generation Apple Watch models in certified refurbished condition starting at $120. Shipping is free for Prime members, with a $6 delivery fee applying otherwise. Leading the way this time around is Apple Watch Series 6 44mm GPS in all five colors for $259.99. Down…
",75
84,2022-03-07 17:50:30,"Enjoy Technology To Report Fourth Quarter and Full Year 2021 Financial Results on March 23, 2022Enjoy Technology, Inc. (Nasdaq: ENJY), a technology-powered service platform reinventing Commerce at Home, today announced that the company will relea
",65
85,2022-03-08 10:07:06,"Today’s best Mac and iOS app deals: Money Pro AR, Neverwinter Nights, and moreHappy Apple event day folks! We are now ready to bring you all of Tuesday’s most notable price drops on Mac and iOS apps ahead of today’s presentation. Just be sure to check out this morning’s deals on Apple’s latest 10.2-inch iPad as well as the ongoing price drops on the 11-inch M1 iPad Pros,…
",78
86,2022-03-08 14:44:06,"iPad Air 5 Vs Samsung Galaxy Tab S8: The Tab Market Has Officially PeekedThe iPad Air 5 and Samsung Galaxy Tab S8 are both here now. So here's our iPad Air 5 vs Samsung Galaxy Tab S8 comparison
",65
87,2022-03-09 05:08:21,"MediaTek Captures 46 Percent Share in Android Tablet Apps Processors, Says Strategy AnalyticsAccording to Strategy Analytics, the global tablet applications processor (AP) market declined 14 percent in unit terms but grew 8 percent in revenue 
",35
88,2022-03-09 11:54:27,"Apple might have just made the best workstation for audio loversApple’s latest prosumer computer has at least two things audiophiles will love
",20
89,2022-03-10 01:04:37,"‘We Could Lose It All’: BP’s Bet on Russia Was Always a Gamble
",85
90,2022-03-10 10:30:38,"How EveryoneSocial helps enterprises drive online engagementJoin today's leading executives online at the Data Summit live now! Watch here. Utah-based EveryoneSocial, a company that provides a SaaS platform to help enterprise employees become social media influencers, today announced it has raised $13 million in fresh funding. Today, companies across sectors crave social media attention. Platforms such as Twitter and LinkedIn are […]
",78
91,2022-03-10 21:47:37,"Need to Hit Harder on Russian Sanctions: Ponomarenko
",85
92,2022-03-11 11:17:36,"Citrix (CTXS) Cloud Services Being Leveraged by MarkerstudyCitrix Systems (CTXS) Cloud services and  Citrix Virtual Apps and Desktops solutions are being utilized by Markerstudy to boost work from home for employees. 
",20
93,2022-03-12 16:13:13,"Microsoft, Apple among top tech stocks to buy amid sell-off: WedbushFor the vast majority of 2022, tech stocks have been pummeled, due in part to rising rates and Russia's invasion of Ukraine, resulting in a ""risk off"" scenario
",85
94,2022-03-15 10:38:21,"Brown-Forman Named One of the World's Most Ethical Companies in 2022 by EthisphereBrown-Forman (NYSE:BFB) (NYSE:BFA) has been recognized by Ethisphere, a global leader in defining and advancing the standards of ethical business prac
",20
95,2022-03-16 07:20:18,"iOS 15.4 update saves you going to an Apple Store to restore your WatchRestore from wherever you are
",20
96,2022-03-16 16:13:45,"Berkshire Hathaway closes at a record above $500,000 a share as Buffett's conglomerate roars backBerkshire Hathaway's Class A shares hit an all-time closing high above $500,000 as Warren Buffett's conglomerate continues to fire on all cylinders.
",20
97,2022-03-17 10:15:56,"Samsung wins appeal overturning ban on Russia sales in patent lawsuitA Russian court on Thursday overturned a ruling that would have barred Samsung Electronics importing and selling 61 models of smartphones in Russia over an intellectual property lawsuit that began last year, a lawyer for Samsung said.
",25
98,2022-03-18 07:08:59,"Porsche AG CEO says discussed possible projects with AppleVolkswagen's sportscar maker Porsche has discussed what its CEO said were exciting common projects with iPhone maker Apple , but he said no decision had been made yet.
",40
99,2022-03-19 05:50:28,"What Happens if I Buy Amazon Before the Stock Split?Investors are raving about Amazon's 20-for-1 stock split, but should you join the crowd?
",75
100,2022-03-21 07:19:32,"Video Game, Media and Technology Veterans Launch GGWP to Combat Game Toxicity, Raise $12M Seed FundingGGWP, an AI-powered games and content moderation solution, founded by games entrepreneur Dennis Fong, Crunchyroll founder Kun Gao, and data and AI exp
",25
101,2022-03-21 16:20:41,"'Fleishman Is In Trouble': Michael Gaston Joins FX Limited Series As RecurringEXCLUSIVE: Michael Gaston (For Life) has signed on for a recurring role in FX’s limited series Fleishman Is in Trouble. He’s set to star alongside previously announced cast members incl…
",35
102,2022-03-22 11:36:46,"One Last Slide: Cris Collinsworth Responds To Al Michaels Leaving NBCIt has been rumored for a few weeks, but officially confirmed yesterday: Al Michaels, the legendary broadcaster, will be leaving NBC and joining Amazon.
",85
103,2022-03-25 06:21:40,"Apple’s Time Is Now, But it Won’t Always BeAAPL stock still has growth drivers, and enormous margins on services. It will continue to dominate the world economy.
",20
104,2022-03-25 15:02:24,"Catalyst watch: Tesla deliveries, XPeng earnings, Five Below event and Netflix at the OscarsWelcome to Seeking Alpha's Catalyst Watch - a breakdown of some of next week's actionable events that stand out. Read more about the events that may impact stock prices next week.
",78
105,2022-03-27 18:35:23,"Oscars Red Carpet: See Looks From Jessica Chastain, Nyle DiMarco, Rosie Perez & MoreThe 94th Annual Academy Awards celebration is officially kicked off, the competition to watch is taking place live on the official red carpet at the Dolby Theater in Hollywood. Among the arrivals i…
",20
106,2022-03-28 09:11:01,"Apple could have a MagSafe-like way to solve the Studio Display’s most annoying featureApple might use clever magnetic trickery to revolutionize monitor designs
",20
107,2022-03-28 17:26:25,"Apple vs. Netflix: A Comparative Analysis of 2 FAANG CompaniesGuruFocus Article or News written by James Li and the topic is about: Stock Comparison Table looks at business quality of big tech companies
",78
108,2022-03-29 09:52:57,"Auto manufacturers scramble as Shanghai locks downSHANGHAI — Shanghai’s COVID-19 lockdown roiled auto production on Tuesday as a major supplier joined Tesla in shutting a plant to comply with measures to…
",85
109,2022-03-30 03:51:44,"(OFFICIAL)-UPDATE 3-Auto manufacturers scramble as Shanghai locks downSHANGHAI — Shanghai’s COVID-19 lockdown roiled auto production on Tuesday as two major suppliers joined Tesla in shutting plants to comply with measures to…
",85
110,2022-03-30 11:51:31,"The Best Smart Plugs To Buy in 2022You can to control a fan, lamp or coffee maker with your voice? Get a smart plug.
",20
111,2022-03-31 01:51:36,"Five Things You Need to Know to Start Your Day
",72
112,2022-03-31 11:35:11,"The Best and Biggest Gadgets of March 2022March 2022 is in the books. We look back on all the coolest gadgets that dropped this month.
",20
113,2022-04-01 06:56:17,"Jim Cramer Blasts Germany For Not Doing Enough To Help UkraineCNBC host Jim Cramer furiously tweeted that Germany should do more than what it is doing to support Ukraine amid the Russian invasion of the eastern European country. 
",85
114,2022-04-01 15:12:16,"Sony's 'Morbius' finally bares fangs at box office after delaysThe Lost City ([[PARA]] -0.7%, [[PARAA]] -0.2%) dethroned The Batman (T +1.1%) last weekend - but never fear, as yet another superhero/antihero movie arrives at the box office this...
",65
115,2022-04-03 13:37:28,"Sustainability and the metaverse: 5 considerations for preparing for the next big tech paradigm shiftMaking sustainability a priority for businesses in a world that is demanding more data, more storage, and is generating more waste.
",35
116,2022-04-04 11:50:28,"Is Berkshire Hathaway A Buy As It Acquires Alleghany?Berkshire Hathaway has an excellent long term outlook with or without Alleghany. Read more to find out why Berkshire Hathaway stock is a buy.
",45
117,2022-04-05 08:46:45,"Adjust Launches Advanced Analytics Solution to Drive Smarter, Faster Marketing Decisions For Mobile App GrowthAdjust Launches Advanced Analytics Solution to Drive Smarter, Faster Marketing Decisions For Mobile App Growth
",25
118,2022-04-05 18:49:31,"Riassunto: rf IDEAS supporta FIDO2 per l'autenticazione fluida senza passwordrf IDEAS, prestigioso produttore di lettori di credenziali per l’accesso logico e tramite autenticazione, è lieto di annunciare che alcuni modelli del
",72
119,2022-04-06 12:45:57,"Our Favorite Gravity Bong Is $100 OffThe gorgeous Stündenglass infuser first made headlines courtesy of a Seth Rogen viral video.
",85
120,2022-04-07 08:46:08,"Discovery Chief Zaslav Chooses His Post-Merger Leadership Team
",35
121,2022-04-07 19:37:42,"Why Alphabet (GOOGL) Stock Is Worth Holding OntoAlphabet generates solid revenue and earnings with great consistency and its share price climbs steadily higher, making it a solid long-term bet for investors. 
",20
122,2022-04-08 16:07:01,"Dow gains, S&P 500 slips as market weighs Fed rate hikesNEW YORK — The Dow rose and the S&P 500 ended lower in choppy trade on Friday, as beaten-down bank shares gained and investors  grappled with how best to deal…
",65
123,2022-04-10 15:36:23,"'Stranger Things': Duffer Brothers On Season 4's Epic Scope; Long-Burning Mythology Questions Answered -- Contenders TVStranger Things creators Matt and Ross Duffer know that it’s been a long wait for the fourth season of Netflix’s smash hit, but they promise an even greater payoff with the new season’s massively e…
",25
124,2022-04-11 11:24:01,"YouTube will soon give iPhone users a welcome new featureYouTube embraces multitasking
",35
125,2022-04-12 07:00:50,"This value fund manager is sticking with Netflix and Facebook’s parent — and has a new position in another megacap tech stockBill Nygren, portfolio manager for the $5 billion Oakmark Select Fund, was particularly stung by the Netflix and Meta slumps due to that fund's style of...
",85
126,2022-04-12 14:11:32,"Citi Is Bullish On Apple, Comments On Dividend, New Products and Market ValueCiti analyst Jim Suva saw ""several positive drivers"" for Apple Inc's (NASDAQ: AAPL) products and services despite geopolitical risks and consumer...
",25
127,2022-04-13 09:31:26,"Apple's Studio Display firmware update hints at an unreleased Mac miniCould this be the rumoured M2 Mac mini?
",65
128,2022-04-13 20:19:27,"Meta’s Earnings Could Fall Short—AgainMeta’s first-quarter earnings report is due on April 27 after the close.
",85
129,2022-04-14 15:49:44,"TSLA Stock News: 6 Biggest Headlines That Tesla Investors Need to Know This WeekNeed to catch up on the latest TSLA stock news? Here's a breakdown of what investors should be reading and why.
",78
