,date,news,score
14,2022-01-05 08:32:40,"Apple: Do Not Buy, Do Not SellApple's valuation is approaching its peak as the economic conditions shift. Check out why I believe AAPL stock price will be stagnant for foreseeable future.
",85
15,2022-01-05 11:44:24,"Rare price drop has Apple's 30W USB-C Power Adapter down at $40 (Today only)Today only, Woot is offering the Apple 30W USB-C Power Adapter for $39.99 with free shipping for Prime members. Otherwise, a $6 delivery fee will apply. Regularly $49, like it currently fetches at Amazon and direct from Apple, this is a solid 20% off, a rare price drop, and the lowest we can find. Not…
",25
16,2022-01-05 15:06:36,"U.S. stocks slide, Treasury yields up on Fed taper discussionBOSTON — U.S. stocks slid and Treasury yields ticked up on Wednesday after meeting minutes released by the Federal Reserve indicated that it might not only…
",85
17,2022-01-06 04:25:30,"Top 10 Stock Picks of Mick Hellman’s HMI CapitalIn this article, we will discuss the top 10 stock picks of Mick Hellman’s HMI Capital. If you want to skip our detailed analysis of Hellman’s history, investment philosophy, and hedge fund performance, you can go directly to the Top 5 Stock Picks of Mick Hellman’s HMI Capital. Mick Hellman founded HMI Capital in 2008 […]
",78
18,2022-01-06 09:16:33,"Top 10 Stock Picks of Paul Marshall and Ian Wace’s Marshall Wace LLPIn this article, we discuss the top 10 stock picks of Paul Marshall and Ian Wace’s Marshall Wace LLP. If you want to skip our detailed analysis of Marshall and Wace’s history, investment philosophy, and hedge fund performance, go directly to the Top 5 Stock Picks of Paul Marshall and Ian Wace’s Marshall Wace LLP. […]
",78
19,2022-01-06 13:11:41,"Bears Get To The Big 7 – And It May Not Be OverUp until this point, we have sen what I call a 
",85
20,2022-01-06 17:42:21,"Passive Index ETFs Stand Out After Active Funds Underperformed AgainThe majority of actively managed large-cap funds continued their streak of underperforming the benchmark S&P 500.
",85
21,2022-01-07 06:45:01,"Apple Looks Promising Thanks To CEO CookUnder CEO Cook’s leadership, Apple’s (AAPL) presence in China skyrocketed such that 2021 operating income was $28.5 billion on sales of $68.4 billion.
",20
22,2022-01-07 10:26:31,"Alphabet Stock Dropped Nearly 5% on Thursday, But There’s No Need to PanicGOOG stock dropped nearly 5% on Thursday as the market reacted to analyst downgrades of software companies and another antitrust lawsuit.
",85
23,2022-01-07 14:24:45,"CD sales increased in 2021 for the first time in 17 years (think Adele, not savings accounts)In addition, vinyl album sales increased a massive 50.4% year-over-year
",85
24,2022-01-08 08:12:24,"Total Investment Management Inc. Reduces Position in Apple Inc. (NASDAQ:AAPL)Total Investment Management Inc. lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL) by 3.7% in the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 26,307 shares of the iPhone maker’s stock after selling 1,009 shares during the period. Apple accounts […]
",45
25,2022-01-09 08:02:52,"Investors Shouldn't Overlook Apple's (NASDAQ:AAPL) Impressive Returns On CapitalIf you're not sure where to start when looking for the next multi-bagger, there are a few key trends you should keep an...
",25
26,2022-01-10 03:39:53,"Sector Themes In Play In The Markets For 2022Dips will continue to be bought unless something significant changes. Click here for more...
",85
27,2022-01-10 08:20:14,"10 Best Global Stocks To Buy NowIn this article, we discuss the 10 best global stocks to buy now. If you want to skip our detailed analysis of these stocks, go directly to the 5 Best Global Stocks To Buy Now. Investors are optimistic that global markets will continue to rise in 2022, as they did the previous year. According to Refinitiv data published […]
",25
28,2022-01-10 10:41:37,"Why Blockchain Could Prevent Another TheranosIn the 2000s and 2010s, Holmes could rule Theranos without any checks and balances. Now the blockchain could put an end to smoke-and-mirrors startups.
",20
29,2022-01-10 13:52:34,"They Don’t Always Ring a Bell at the TopIt is tempting to share that viewpoint that AAPL’s $3 trillion valuation was indeed a signal of a top. AAPL had to pass through $1 trillion and $2 trillion to get to $3 trillion, and neither of those events presaged a major market top.
",45
30,2022-01-10 21:22:39,"Amazon, Alphabet, Apple, Tesla, Meta Platforms, Square, Microsoft Elliott Wave AnalysisStock strategies and analysis overview: Cover Short Trades, waiting for wave ii) rally to form.
",85
31,2022-01-11 05:56:22,"Apple Holding Back Improved Text Messaging For Both iOS and Android Users, Alleges Google ExecApple Inc (NASDAQ: AAPL) is holding back evolved Text messaging by not incorporating the “industry standard” on iMessage, a Google executive said Monday.
",70
32,2022-01-11 09:17:22,"Dividend Growth 50: Seven Years, And Income Just Keeps Coming In2021 was another great year for the DG50, with the income stream growing more than 7%. Big income gainers included Aflac, Deere and Target. Read more here.
",20
33,2022-01-11 13:09:07,"Apple TV Plus could get MLB games — why that’s a big dealApple TV Plus needs something for Ted Lasso's offseason
",20
34,2022-01-11 20:57:39,"ASX Update: ASX bounces back after two days of lossesThe ASX has jumped out of the blocks this morning, as expected, after two consecutive days of losses.
",35
35,2022-01-12 07:08:32,"Our 7 Top Stock Market Predictions for 2022This year's stock market predictions emphasize being selective about choosing stocks. These seven cross-sector ideas could help investors generate lucrative returns in 2022.
",75
36,2022-01-12 09:42:44,"Kohmann Bosshard Financial Services, LLC Buys Global X U.S. ...GuruFocus Article or News written by insider and the topic is about: 
",78
37,2022-01-12 13:26:18,"Apple Removes Wordle Apps After User Confusion Stokes Downloads
",75
38,2022-01-12 18:20:17,"PC sales are back to 2012 levels, up 34% from their 2017 nadir2021 shipments were up over 34% from the industry's low point in 2017 to 349 million units, according to preliminary data provided by IDC. 
",75
39,2022-01-13 05:05:30,"Can I use malt vinegar for cleaning? — here is the best vinegar to clean withFind out what vinegar you should be using to clean — and it’s not balsamic!
",85
40,2022-01-13 08:35:29,"Dividend Harvesting Week 45 Update, $4,500 Allocated, $298.44 In Annual Dividends Yielding 6.25% Across 60 PositionsEven though 2021 was a strong year for the markets overall, some segments got decimated. Check out Dividend Harvesting for week 45 and my game plan for week 46.
",78
41,2022-01-13 11:41:28,"'Fortnite' is back on iOS - thanks to Nvidia's loopholeNearly 18 months after Apple (AAPL) removed Epic Game's popular ""Fortnite"" from the App Store, a decision that led to an antitrust lawsuit and appeals ...
",85
42,2022-01-13 15:22:46,"Federal investigators say they used encrypted Signal messages to charge Oath Keepers leaderIt's unclear how investigators gained access to the messages, but encryption has been a point of tension between law enforcement and tech for years.
",85
43,2022-01-14 01:18:18,"The 2022 Betting Odds on NFTs, Oscars, Elon Musk, Apple,and More
",78
44,2022-01-14 09:07:32,"Android users can switch off 2G to enhance security and privacyCell site simulators can intercept data on 2G
",85
45,2022-01-14 12:56:57,"L.L. Bean’s Wicked Good Moccasins Are Just $58 TodayL.L. Bean’s Wicked Good moccasins are popular for a reason — they’re simply the best.
",20
46,2022-01-14 17:07:19,"Cramer's Investing Club: Here's a wrap up of this week's tough market and what's aheadMarkets finished the week lower as investors attempted to ""price in"" the potential for as many as four Fed rate hikes by year end.
",85
47,2022-01-15 15:18:51,"2022 Percentage Returns Of Largest U.S. Companies By Market Capitalization - Saturday, Jan. 15The total market capitalization of the 8 largest U.S. companies equals around $12 trillion. Let's take a look at the numbers.
",85
48,2022-01-17 03:23:19,"Epson Introduces the ColorWorks C4000 Compact, On-Demand Color Label Printer with Comprehensive Connectivity and Dynamic Image QualityColorWorks C4000 Offers Businesses an Easy Solution for Adding Color to Labeling and Eliminating the Cost, Hassle and Lead Time of Pre-Printed Color Labels
",25
49,2022-01-17 09:42:22,"Dutch consumer watchdog to vet Apple dating app payment reformsAMSTERDAM — The Dutch consumer watchdog said on Monday it would vet Apple’s move to allow developers of dating apps to offer non-Apple payment options in the…
",35
50,2022-01-17 21:20:20,"Samsung Partners With AMD to Power Up Mobile Chips
",35
51,2022-01-18 07:24:45,"Apple's latest 10.2-inch iPad 256GB returns to Amazon low at $30 offAmazon is currently offering the new Apple 9th-generation 10.2-inch iPad Wi-Fi 256GB for $449 shipped. Normally fetching $479, you’re looking at a match of the all-time low at $30 off alongside of one of the first discounts still since launching last fall. Sure this may be Apple’s entry-level iPad, but it still packs notable features…
",78
52,2022-01-18 10:15:31,"SXSW Announces Finalists For 2022 Pitch CompetitionGlobal startups to present cutting-edge ideas within 9 distinct categories
",25
53,2022-01-18 13:40:41,"Clear Street Markets Llc Buys Apple Inc, Meta Platforms Inc, S&P 500 ETF TRUST ETF, Sells ...GuruFocus Article or News written by insider and the topic is about: 
",78
54,2022-01-18 17:40:57,"Searcy Financial Services Inc  Buys First Trust Financials AlphaDEX Fund, Apple Inc, CVS Health ...GuruFocus Article or News written by insider and the topic is about: 
",78
55,2022-01-19 06:12:55,"Intel’s CEO is Wrong About AMDPat Gelsinger is a good choice for Intel's CEO, but he probably won't be leaving AMD in the rearview mirror any time soon.
",75
56,2022-01-19 09:31:27,"SteelSeries Nimbus+ MFi controller complements Apple Arcade gaming at $45 (Reg. $70)AT&T is now offering the SteelSeries Nimbus+ MFi Game Controller for iOS at $44.99 shipped. While you would more typically spend $70 at Amazon and Best Buy, today’s offer marks a return to one of the best prices yet at 35% off. This is also a match of our previous mention from back in September.…
",45
57,2022-01-19 12:48:19,"Sony should welcome Xbox Game Pass onto PlayStation 5PlayStation 5 isn't going to shrivel up and die, but Sony still needs to compete. It can do that by partnering with Xbox now.
",60
58,2022-01-19 15:45:25,"Outlook 2022: Polar OppositesGuruFocus Article or News written by Smead Capital Management and the topic is about: There are three pillars of investing for us
",75
59,2022-01-20 03:45:43,"Deutsche Bank Aktiengesellschaft Boosts Apple (NASDAQ:AAPL) Price Target to $200.00Apple (NASDAQ:AAPL) had its price target increased by analysts at Deutsche Bank Aktiengesellschaft from $175.00 to $200.00 in a report released on Tuesday, The Fly reports. The firm currently has a “buy” rating on the iPhone maker’s stock. Deutsche Bank Aktiengesellschaft’s price target points to a potential upside of 20.32% from the company’s current price. […]
",75
60,2022-01-20 08:19:52,"I'mbesideyou Inc. SELECTED AS FINALIST FOR 2022 SXSW PITCHI'mbesideyou Inc. to showcase system for visualizing Psychological Safety and Mental Health status in the Future of Work category
",78
61,2022-01-20 10:22:35,"EU Parliament agrees on proposal for new rules aimed at U.S. tech giantsThe European Parliament on Thursday signed off on a proposal for new rules aimed at U.S. tech giants, paving the way for talks with member countries and the European Commission, as France seeks a deal during the first half of 2022.
",78
62,2022-01-20 14:09:35,": Senate panel approves antitrust bill targeting Apple, Google and AmazonThe Senate Judiciary Committee on Thursday overwhelmingly passed antitrust legislation barring tech's biggest platforms from favoring their products and...
",85
63,2022-01-20 18:30:07,"Google U.S. lobbying jumps 27% as lawmakers aim to rein in Big TechAlphabet Inc's Google reported 27% higher U.S. lobbying expenditures for 2021 compared to 2020, spending $9.6 million for the year, according to the Senate lobbying disclosure database.
",75
64,2022-01-21 07:37:12,"Netflix, Peloton bring the pandemic-stock era to shuddering haltThe COVID-19 pandemic isn’t over yet, but the boom it helped create for stay-at-home stocks appears to be vanishing.
",70
65,2022-01-21 10:55:27,"Apple, Microsoft are 'Rock of Gibraltar names' that will save tech - Wedbush analyst Dan IvesWedbush analyst Dan Ives argued Friday that upcoming earnings releases from Microsoft (MSFT) and Apple (AAPL) could alter sentiment in the technology sector, becoming the saviors of tech.
",20
66,2022-01-21 14:04:26,"Google, Epic Games agree to trial in early 2023Google parent Alphabet Inc. undefinedundefined and Epic Games Inc. have agreed to start their antitrust lawsuit in late January 2023, according to a filing...
",65
67,2022-01-21 19:04:24,"Microsoft Teams will soon push one of the worst Windows 11 features down your throatCortana is coming to Microsoft Teams Rooms
",85
68,2022-01-22 15:01:47,"Barron's Latest Picks And Pans: Netflix, IBM, Rivian, Apple And MoreThis weekend's Barron's cover story says that just because January may turn out badly for the markets, the doesn't necessarily predict how the rest of 2022 will...
",65
69,2022-01-23 16:41:07,"Stocks May Extend Drop on Fed Tightening Concerns: Markets Wrap(Bloomberg) — Stocks looked set for further declines Monday amid concerns about tightening Federal Reserve monetary policy, while a cryptocurrency plunge…
",85
70,2022-01-24 06:03:54,"Apple Inc. (NASDAQ:AAPL) is Cairn Investment Group Inc.'s 4th Largest PositionCairn Investment Group Inc. cut its stake in Apple Inc. (NASDAQ:AAPL) by 30.5% in the 3rd quarter, HoldingsChannel.com reports. The firm owned 41,324 shares of the iPhone maker’s stock after selling 18,162 shares during the quarter. Apple comprises 4.3% of Cairn Investment Group Inc.’s investment portfolio, making the stock its 4th largest position. Cairn Investment […]
",78
71,2022-01-24 08:52:43,"Dutch watchdog fines Apple 5 mln euros for failure to comply on app storeApple was fined 5 million euros ($5.65 million) by the Dutch antitrust regulator on Monday for failing to comply with an order to open its app store to allow dating app providers to use alternative payment methods.
",85
72,2022-01-24 12:01:37,"Apple Stock Before Earnings: Sell or Buy?The tech giant faces a litmus test going into the release of its quarterly report on Thursday.
",85
73,2022-01-24 16:09:00,"iPhone 13 pink screen bug reported by users — what Apple is doing about itThis iPhone 13 pink screen bug does not seem to be widespread
",20
74,2022-01-25 01:50:45,"Meet airyxOS, Open-Source macOS Alternative In The MakingWill this be a way to finally run macOS on non-Apple machines?
",85
75,2022-01-25 07:46:32,"Should Vanguard LargeCap ETF (VV) Be on Your Investing Radar?Style Box ETF report for VV
",45
76,2022-01-25 10:34:42,"Private Messaging App Launches on Quantum Resistant, Decentralized xx networkThe world’s first quantum-resistant messaging app, xx messenger, launched on the xx network today. xx messenger allows users to communicate in real ti
",20
77,2022-01-25 13:39:30,"If You’ve Been Waiting to Buy Apple Stock, Now May Be the TimeAfter moving lower due to the tech selloff, at current prices AAPL stock may be at a great entry point for a long-term position.
",65
78,2022-01-25 17:54:29,"Markets: What'd You Miss? (01/25/2022)
",85
79,2022-01-26 07:01:38,"Intel scores major win as court scraps $1.2 bln EU antitrust fineIntel on Wednesday won its fight against a 1.06-billion-euro ($1.2 billion) EU antitrust fine that the U.S. chipmaker was handed 12 years ago for stifling a…
",25
80,2022-01-26 09:31:17,"Workers Head Back to Offices Amid Growing Distrust of Employers
",75
81,2022-01-26 14:37:16,"Android app public preview hits Windows 11 to bring ‘new era of the PC’Microsoft has just announced that it will soon release a much-anticipated update: Windows 11 will feature Android apps. This cooperation between Windows and Android marks a welcome change. Although…
",35
82,2022-01-26 23:56:27,"Why Alibaba And Other Tech Stocks Are Dragging The Hang Seng Index Lower TodayShares of U.S.-listed Chinese tech companies traded notably lower in Hong Kong on Thursday, dragging the benchmark Hang Seng Index into negative territory.
",85
83,2022-01-27 07:09:28,"The Retiree's Dividend Portfolio - Jane's December Update: Celebrating 15% Year-Over-Year Dividend GrowthJane's retirement accounts generated $2,580.62 of dividend income for December 2021 vs. $1,946.03 for December 2020. Read more about how the stocks performed.
",75
84,2022-01-27 09:45:33,"Brown Financial Advisory Buys Vanguard Tax-Exempt Bond ETF, Apple Inc, Sells Vanguard Total ...GuruFocus Article or News written by insider and the topic is about: 
",25
85,2022-01-27 12:36:04,"LIVE MARKETS Just what did Powell mean at that press conference?Welcome to the home for real-time coverage of markets brought to you by Reuters reporters. You can share your thoughts with us at markets.research@thomsonreuters.com
",85
86,2022-01-27 15:45:01,"No Man's Sky Devs Bring Joe Danger Back to iOS, Thanks To A Player's LetterFan mail resuscitated the game.
",25
87,2022-01-27 17:57:21,"Your Evening Briefing: America’s Booming Economy Exceeds Expectations
",20
88,2022-01-27 21:32:26,"SPDR ETF Report For Thursday, Jan. 27A review of the day's trading in various SPDR-ETF markets for the trading day just ended.
",72
89,2022-01-28 05:21:35,"Apple Sees 'A Lot Of Potential' With Metaverse And Is 'Investing Accordingly,' Says CEO Tim CookApple Inc. CEO Tim Cook said his company sees a “lot of potential” in the Metaverse space and is “investing accordingly.”
",75
90,2022-01-28 08:01:52,"Here’s How To Set Up A New MacAnd some things you need to know before you start.
",78
91,2022-01-28 09:41:44,"Stevens Capital Management Lp Buys VanEck Gold Miners ETF, Boeing Co, Financial Select Sector ...GuruFocus Article or News written by insider and the topic is about: 
",85
92,2022-01-28 11:36:35,"US government chip shortage report doesn’t bode well for 2022The US government has delivered its findings on an investigation into Risks in the Semiconductor Supply Chain and the outlook in 2022 doesn’t look good for either manufacturers or consumers. …
",85
93,2022-01-28 14:10:29,"Apple Inc. (NASDAQ:AAPL) is Winch Advisory Services LLC's 3rd Largest PositionWinch Advisory Services LLC boosted its stake in Apple Inc. (NASDAQ:AAPL) by 0.1% in the third quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 157,948 shares of the iPhone maker’s stock after buying an additional 140 shares during the quarter. Apple makes up […]
",45
94,2022-01-28 17:26:18,"5 High Dividend Growth Companies Trading at Fair GF ValuesGuruFocus Article or News written by James Li and the topic is about: Stocks with stable dividend growth to weather volatile start to 2022
",20
95,2022-01-29 09:47:58,"Apple's 2020 Intel 27-inch 5K iMac 512GB sees $839 refurb. discount, more from $640Today only, Woot is offering a selection of previous- and latest-generation iMacs priced from $640 Prime shipped in refurbished condition. Non-Prime members will be charged a $6 delivery fee at checkout. Our favorite is the 2020 27-inch 5K iMac 3.3GHz i5/8GB/512GB for $1,159.99. For comparison, this exact model originally retailed for $1,999 and goes for…
",25
96,2022-01-30 07:04:27,"3 Things to Watch in the Stock Market This WeekFacebook owner Meta Platforms will announce its latest earnings results in just a few days.
",20
97,2022-01-30 22:02:43,"Nikkei reverses course as tech stocks track Wall Street's gainsTOKYO — Japan’s Nikkei index reversed course to trade higher on Monday, with technology heavyweights leading the gains, as risk sentiment was lifted by Wall…
",65
98,2022-01-31 06:51:26,"Stocks rebound but head for worst January since 2016LONDON — Stocks staged a modest rebound on Monday as traders put aside concerns about interest rate rises and the crisis in Ukraine to dip back in, but global…
",65
99,2022-01-31 10:01:46,"Acas, Llc Buys The Home Depot Inc, Pfizer Inc, Bank of America Corp, Sells Apple Inc, iShares ...GuruFocus Article or News written by insider and the topic is about: 
",85
100,2022-01-31 12:47:01,"Will February Bring Calm to the Markets?
",45
101,2022-01-31 17:11:23,"China and the U.S. Must Face Harsh Truths About Each Other
",85
102,2022-02-01 05:23:32,"Buy Snap Stock Before Q4 Earnings For Big Upside Potential?Snap really started to tumble after its Q3 earnings release in October when the company warned Wall Street that Apple’s privacy changes were negatively impacting business.
",85
103,2022-02-01 09:48:32,"7 Reeling Tech Stocks to Pick Up for a Sizable DiscountThere’s no way around it: Tech stocks have been a disaster so far this year. However, the fallout also sets up possible contrarian buys.
",25
104,2022-02-01 12:47:29,"$91.51 Billion in Sales Expected for Apple Inc. (NASDAQ:AAPL) This QuarterWall Street analysts forecast that Apple Inc. (NASDAQ:AAPL) will report $91.51 billion in sales for the current fiscal quarter, Zacks reports. Nine analysts have provided estimates for Apple’s earnings. The highest sales estimate is $94.66 billion and the lowest is $88.67 billion. Apple posted sales of $89.58 billion in the same quarter last year, which […]
",78
105,2022-02-01 15:47:45,"'Landscape With Invisible Hand': Clifton Collins Jr., Michael Gandolfini, Josh Hamilton & Brooklyn Mackenzie Round Out Cast Of MGM PicCory Finley’s feature adaptation of National Book Award winner Landscape With Invisible Hand has added Clifton Collins Jr. (Nightmare Alley, Jockey), Michael Gandolfini (The Many Saints of Newark),…
",78
106,2022-02-02 02:35:58,"Pivotal Systems Corporation (ASX:PVS) shuffles leadershipPivotal Systems Corporation's (ASX:PVS) current Executive Chairman and CEO John Hoffman will step down from the CEO role effective May 31, 2022.
",78
107,2022-02-02 08:44:19,"Alphabet stock split aims to bring Google shares to the massesAlphabet Inc. is bringing big stock splits back to the market, so prospective buyers won't need upwards of US$3,000 to get a piece of Google
",20
108,2022-02-02 12:02:39,"ASX Launches Next Generation Fantasy Rugby to Coincide with Six NationsLive, continuous free to play fantasy trading powered by RugbyPass owned data analytics company Rugby Analytics
",75
109,2022-02-02 16:03:23,"Spotify Technology S.A. Announces Financial Results for Fourth Quarter 2021Spotify Technology S.A. (NYSE:SPOT): Dear Shareholders, We ended 2021 with strong Q4 results, led by outperformance in MAUs, continued momentum in our
",65
110,2022-02-02 20:01:25,"Facebook says Apple iOS privacy change will result in $10 billion revenue hit this yearApple's privacy feature disrupts the behind-the-scenes mechanics of many mobile ads, especially those that confirm whether a purchase or download was made.
",85
111,2022-02-03 06:34:39,"Apple Car could reimagine the sunroof as we know itApple Car could let you control how much light comes in through the roof with a 'variable opacity' feature
",75
112,2022-02-03 09:14:20,"SPYR Technologies Affiliate Applied Magix Announces Innovative, New MagixStatus CablesTHE WOODLANDS, Texas, Feb.  03, 2022  (GLOBE NEWSWIRE) —  SPYR, Inc. dba SPYR Technologies (OTCQB: SPYR) , a technology company whose subsidiary, Applied…
",72
113,2022-02-03 11:30:39,"Meta: The Crash Is An OverreactionAfter-hours trading following troublesome earnings results has seen the social media giant losing more than $200B in value. Read why this is an overreaction.
",40
114,2022-02-03 13:20:27,"Meta Puts Earnings Miss Blame on Apple, TikTok
",85
115,2022-02-03 15:23:16,"These U.S. lawmakers rank as the biggest traders of hot stocks like Apple, Tesla and GameStopU.S. lawmakers traded an estimated $355 million in individual stocks last year, but which members of Congress bought and sold the hottest names?
",85
116,2022-02-03 18:06:28,"Why Meta shares cratered on ThursdayIn just one day, about a fourth of the Facebook parent company's market capitalization has evaporated. Here's what investors should know.
",85
117,2022-02-04 04:51:35,"VGI Partners Global Investments Investor Letter - Full Year 2021VGI Partners 2021 results were disappointing. Read why VG1 is more confident than ever to produce attractive returns over the long term.
",85
118,2022-02-04 09:08:31,"7 new movies and shows to watch this weekend on Netflix, Hulu, Amazon and moreWhat to watch this weekend: Pam and Tommy, Murderville, Reacher and more
",25
119,2022-02-04 11:31:33,"Fortive (FTV) Q4 Earnings Beat Estimates, Revenues MissFortive (FTV) fourth-quarter 2021 results are driven by solid customer demand trends and an increase in bookings for SaaS offerings.
",25
120,2022-02-04 15:27:51,"Leafly and Merida Merger Corp. I Announce Closing of Business CombinationLeafly and Merida Corp. I Announce Closing of Business Combination
",72
121,2022-02-05 03:05:24,"My Dividend Growth Portfolio January Update: 20 Holdings, 6 Buys, 8 SalesThe portfolio generated $1,607 in dividends during the month, a significant improvement over the $948 a quarter ago. YTD, I've received $1,607.
",35
122,2022-02-05 19:36:24,"Why Elastic Stock Fell 24.2% in JanuaryThe company is making an executive change and got caught up with the broad sell-off in growth stocks last month.
",85
123,2022-02-06 17:25:20,"Apple is called a favorite to bid for Peloton InteractivePeloton Interactive (PTON) will be one of the most closely watched in the coming weeks with M&A speculation ramping up. Read more.
",78
124,2022-02-07 07:20:46,"Peloton acquisition would make strategic sense for Apple, says WedbushWedbush analyst Daniel Iv... AAPL, PTON, AMZN, NKE
",65
125,2022-02-07 10:35:23,"Quick - Apple's all-new AirPods drop to $149.99 in limited-time deal at AmazonAmazon has a $29 discount on Apple's all-new AirPods 3
",40
126,2022-02-07 13:43:43,"AirPods 3 rock Apple's new MagSafe charging case at $150 (Reg. $179)After seeing the rest of the Apple AirPods lineup go on sale this month, its latest true wireless offerings are now getting in on the savings. Amazon is now offering the just-released AirPods 3 for $149.99 shipped with the price automatically dropping at checkout. Normally fetching $179, this is marking the second-best price to date…
",40
127,2022-02-07 18:07:29,"Hot Stocks: PTON takeover chatter; refinery rally; ANGH surges; CRNC plunges; SWK double downgradePTON jumped on takeover speculation. Refinery stocks rose on outages in Texas. ANGH skyrockets, adding to post-SPAC gains. CRNC plunged. SWK reached a new low following a downgrade.
",85
128,2022-02-08 06:07:02,"AMC Stock Price: AMC Entertainment falls despite new debt refinancing planNYSE: AMC might seem like it has reached a bottom, but let’s keep in mind that the stock is still up by 141% during the past 52-weeks. On Monday, shar
",85
129,2022-02-08 08:25:06,"MacBook Pro 2022 tipped for March release — with this big upgradeThe next MacBook Pro may be only a few weeks away
",20
130,2022-02-08 10:27:28,"Open or closed cup: how to choose a business headset and not live to regret itPick the best headset based on your job and live happily ever after
",42
131,2022-02-08 12:47:26,"Fortnite won't be available on Steam Deck — here's whyFortnite won't be on Steam Deck due to to anti-cheating protocols
",85
132,2022-02-08 15:00:15,"Macron In Ukraine, Climate Pledges: Quicktake Charge
",42
133,2022-02-08 18:28:50,"Apple to Launch Tap-to-Pay Feature
",20
134,2022-02-09 06:12:31,"Amazon's Pursuit of Peloton Is a Sign of TroubleBuying Peloton makes little sense for the tech giant.
",20
135,2022-02-09 09:41:19,"Waypoint Wealth Partners Inc. Buys Dimensional International Core Equity Market ETF, ...GuruFocus Article or News written by insider and the topic is about: 
",72
136,2022-02-09 11:18:38,"Matterport Stock Is Still a Growth StoryThere's a huge runway for growth and an out-of-favor share price can work to investors' advantage, but MTTR stock is no Apple either.
",75
137,2022-02-09 14:19:44,"Save $74 on Apple's recently-refreshed AirPods Pro with MagSafe caseAmazon is now offering the just-released Apple AirPods Pro with MagSafe Charging Case for $174.98 shipped. Normally fetching $249, today’s offer beats our previous mention by $5 while marking the best price since Black Friday. Delivering everything the original pair of Apple’s flagship earbuds did, the recently-refreshed AirPods Pro pack ANC alongside a companion transparency…
",65
138,2022-02-09 21:11:23,"It looks like Apple is preparing a major upgrade for its datacentersiPhone maker plans to upgrade its datacenters with next-generation hardware
",85
139,2022-02-10 07:49:14,"Forget Spotify — Apple Music just got a big upgrade for AndroidApple Music widgets are getting a makeover
",35
140,2022-02-10 11:51:37,"Audiomack Chooses MoEngage to Create Personalized Experiences for Artists, Creators, and Music LoversAudiomack Chooses MoEngage to Create Personalized Experiences for Artists, Creators, and Music Lovers
",78
141,2022-02-10 15:11:44,"These 3 companies could be the first to reach an eye-popping $5 trillion market capAccording to a new report, Apple could hit that threshold before the end of the decade, followed in a few years by Microsoft and Amazon.
",85
