,date,news,score
22,2022-01-03 17:16:00,"Market Talk - Monday, Jan. 3Apple became the first company today to reach a market cap of $3 trillion. The tech giant briefly broke the barrier during midday trading when the share price rose to $182.86.
",85
23,2022-01-03 18:07:53,"Targus launches Cypress Hero backpack with built-in Apple Find My trackerTargus, the company arguably best known for its tech backpacks and other bags, has introduced a bunch of new products for CES 2022, including two that are particularly notable: the Cypress Hero Bac…
",65
24,2022-01-03 18:37:23,"Apple Makes History as Rally Results in $3 Trillion Market Value
",20
25,2022-01-03 20:04:52,"India investigates Apple's payment rules for antitrust violationsThe inquiry looks into the tech company's requirement that developers use its in-app payment system, which has also faced scrutiny in the U.S. and elsewhere.  
",85
26,2022-01-03 22:02:17,"The Close Full Show (1/3/2022)
",78
27,2022-01-04 00:54:39,"Your BlackBerry Dies Today: End of an Era for Iconic Handset
",85
28,2022-01-04 02:52:35,"Party like it's 2022A look at the day ahead from Julien Ponthus
",75
29,2022-01-04 05:00:02,"LIVE MARKETS New day, new milestonesWelcome to the home for real-time coverage of markets brought to you by Reuters reporters. You can share your thoughts with us at markets.research@thomsonreuters.com
",42
30,2022-01-04 06:13:32,"Polkadot Gets Boost from SPAC-trepreneur Palihapitiya’s Alt-Coin ViewsAlthough popular opinions suggest that the blockchain will take over everything, you should filter out the noise with Polkadot.
",75
31,2022-01-04 07:04:31,"2022 Toyota Corolla Cross Review | A small SUV that's exceedingly fineWith a respected nameplate, extra room and available AWD, the 2022 Toyota Corolla Cross has some appeal for Toyota buyers, but the competition is better.
",65
32,2022-01-04 07:20:36,"Lee Financial Group Hawaii Inc. Lowers Holdings in Apple Inc. (NASDAQ:AAPL)Lee Financial Group Hawaii Inc. trimmed its position in Apple Inc. (NASDAQ:AAPL) by 32.0% during the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The fund owned 2,700 shares of the iPhone maker’s stock after selling 1,270 shares during the period. Lee Financial Group […]
",25
33,2022-01-04 07:43:50,"Should Vanguard Mega Cap Growth ETF (MGK) Be on Your Investing Radar?Style Box ETF report for MGK
",45
34,2022-01-04 08:16:57,"Mojo Vision Partners With Fitness Brands to Elevate Sports and Fitness Experience and Performance via Its Smart Contact LensMojo Vision, the Invisible Computing Company, today announced strategic partnerships with leading sports and fitness brands to collaborate on next-gen
",25
35,2022-01-04 08:35:47,"Mayo Schmidt out at Nutrien; End of the road for Blackberry phonesAnother wave of restrictions is sweeping across Ontario as the provincial government attempts to curb the spread of COVID-19. Businesses are being told they’re required to let staff work from home unless they have to be on site to do their job.
",85
36,2022-01-04 08:49:32,"What to watch today: Dow, S&P 500 set to rise, one day after closing at recordsU.S. stock futures pointed to gains Tuesday, adding to Wall Street's advance on the first trading day of the year after a strong 2021.
",65
37,2022-01-04 09:16:50,"Credo Appoints Lip-Bu Tan as Chairman and Bolsters Board with the Addition of Industry Veterans Sylvia Acevedo and Manpreet KhairaCredo adds two new board members, Sylvia Acevedo & Manpreet Khaira. Industry veteran Lip-Bu Tan, has taken on the role of Chairman of the Board.
",35
38,2022-01-04 09:34:34,"S&P 500 In An Uncharted Territory, But Is Sky The Limit?The S&P 500 index is expected to open 0.3% higher this morning, but we may see some short-term uncertainty and a further consolidation along the 4,800 level. 
",65
39,2022-01-04 10:12:52,"Wall Street keeps the New Year's champagne flowingBOSTON — Wall Street’s party to start the New Year extended into Tuesday, pushing U.S. stocks to fresh highs, echoing share gains in Europe and Asia, with oil…
",85
40,2022-01-04 10:51:36,"Apple starts 2022 with $8 or less 4K movie sale, $5 classic flicks, more from $1It’s the start of the first week of 2022 and to kick things off, Apple is launching its latest movie sale courtesy of iTunes. This time around, you’ll notably find a collection of 4K movies down to $8 or less. Not to mention some classic $5 flicks and the latest $1 HD rental that’ll be available throughout…
",78
41,2022-01-04 11:15:43,"Eve introduces new floodlight camera that can work with HomeKitEve’s new Outdoor Cam is the latest HomeKit-compatible floodlight camera
",25
42,2022-01-04 11:42:23,"Market Extra: Dow industrials knocking on door of milestone at 37,000 early in 2022The Dow is clambering to records Tuesday morning, putting the blue-chip index within shouting distance of 37,000 Tuesday.
",65
43,2022-01-04 12:13:51,"Global Wearable Technology Market Trends & Analysis Report 2021-2028: Adoption of Fitness Trackers and Health-based Wearables is Anticipated to Propel Growth - ResearchAndMarkets.comThe 
",65
44,2022-01-04 13:00:26,"Dow industrials knocking on door of milestone at 37,000 early in 2022The Dow is clambering to records Tuesday morning, putting the blue-chip index within shouting distance of 37,000 Tuesday.
",75
45,2022-01-04 13:25:59,"Intel Engineers Fastest Mobile Processor Ever with 12th Gen Intel Core MobileIntel announce the world’s fastest mobile processor, bringing its performance hybrid architecture to mobile  with 12th Gen Intel Core processors.
",20
46,2022-01-04 14:44:34,"Dance Academy USA, the largest dance studio in California relocates their business during CovidDance Academy USA, the largest dance studio in California relocates their business during Covid
",78
47,2022-01-04 15:26:49,"Nasdaq, S&P 500 fall with growth shares; banks boost DowThe Nasdaq and S&P 500 fell in afternoon trading Tuesday along with shares of big growth names, while the Dow Jones Industrial Average rose as bank stocks surged with U.S. Treasury yields.
",75
48,2022-01-04 16:35:43,"LIVE MARKETS Value train chugs, growth cars derailedWelcome to the home for real-time coverage of markets brought to you by Reuters reporters. You can share your thoughts with us at markets.research@thomsonreuters.com
",78
49,2022-01-04 17:08:28,"The One Question That Reveals Your Most Profitable ClientsLoyalty guru Fred Reichheld tells ThinkAdvisor the shocking secret to getting clients to promote your business.
",35
50,2022-01-04 19:03:24,"Westbrook Inc. Announces Strategic Minority Investment from Candle Media, Next-Generation Media Company Backed by Kevin Mayer, Tom Staggs, and BlackstoneCandle Media (“Candle”), the next-generation media company run by leading entertainment executives Kevin Mayer and Tom Staggs and backed by investment
",65
51,2022-01-04 21:47:33,"Sony announces Vision-S electric SUV in challenge to TeslaAt CES 2022, Sony shows off its latest prototype electric vehicle
",75
52,2022-01-05 00:21:33,"Startup ONE says battery prototype delivered 750-mile rangeOur Next Energy (ONE), a two-year-old Michigan startup, said on Wednesday it had tested a prototype of its new battery in a Tesla Model S, driving 752 miles (1,210 kilometers) before recharging.
",35
53,2022-01-05 04:32:38,"German cartel office examining Google, considering cases involving Amazon, Apple, MetaBERLIN — Germany’s cartel office said it had determined that Alphabet and its subsidiary Google met the scale threshold required for it to be subject to the…
",85
54,2022-01-05 06:19:25,"CES 2022 Day 3 news live - Samsung, Sony, OnePlus, Garmin, Mercedes and moreAll the latest CES announcements from new TVs to impressive headphones
",40
55,2022-01-05 07:27:30,"Google under tougher supervision by German regulator for five years, ruling saysAlphabet (GOOGL) and its Google subsidiary will be under tougher, more intense supervision by Germany&#39;s Federal Cartel Office, due to a new regulation targeting large...
",75
56,2022-01-05 08:39:25,"Sony Vision-S 02 revealed, moves company big step towards car industrySony traveled to CES 2022 to unveil its second car, a seven-seater crossover named Vision-S 02. It's debating whether to enter the auto industry.
",60
57,2022-01-05 09:30:31,"Apple Inc. (NASDAQ:AAPL) is Souders Financial Advisors' 5th Largest PositionSouders Financial Advisors grew its position in Apple Inc. (NASDAQ:AAPL) by 1.4% in the 3rd quarter, HoldingsChannel.com reports. The institutional investor owned 84,323 shares of the iPhone maker’s stock after purchasing an additional 1,127 shares during the period. Apple accounts for 3.8% of Souders Financial Advisors’ holdings, making the stock its 5th largest position. Souders […]
",45
58,2022-01-05 10:32:41,"Sony looks to electric cars for its next big hitThe Japanese tech giant is 'exploring a commercial launch' of electric vehicles
",65
59,2022-01-05 11:05:38,"Smart Lighting Expert Sengled Enhances User Experience with Stronger CollaborationsToday at CES, Sengled, the smart lighting expert, announced enhancements that will provide an even better experience for smart lighting users. First, 
",20
60,2022-01-05 11:53:18,"Samsung Galaxy Tab S8 photos show the whole range in the fleshThanks to a South Korean certification site
",20
61,2022-01-05 12:21:10,"Some investors turn cautious on Big Tech as Fed hikes loomApple's rally to a $3 trillion market valuation earlier this week has re-focused investors’ attention on the mammoth growth stocks that accounted for a large chunk of the S&P 500’s gain in 2021, and whether they can continue pushing the index higher in the new year.
",75
62,2022-01-05 13:14:52,"Google plans to make Android work better with other devices — here's howConnect more quickly, unlock more devices and share content between devices with these upcoming features
",25
63,2022-01-05 14:18:00,"PEACOCK TO LIVE STREAM ALL NBCUNIVERSAL COVERAGE OF THE 2022 WINTER OLYMPICSPremium Customers Will Be Able to Stream Every Minute of Every Live Event--All in One Place--Including the Opening and Closing Ceremonies and NBC's Nightly Primetime Show
",35
64,2022-01-05 15:26:40,"Amazon's prev-gen. Fire TV Stick with Alexa Voice Remote falls to $20 Prime shippedWoot is offering the previous-generation Amazon Fire TV Stick with Alexa Voice Remote for $19.99 Prime shipped, with non-Prime members being charged a $6 delivery fee. For comparison, you can pick up the latest generation for $40 right now at Amazon and today’s deal is a match for what the new version went for on…
",78
65,2022-01-05 17:02:03,"Best trades on Wednesday: Cramer on Alibaba, pros' semiconductor and tech picks amid volatilityA recap of the best stock picks on CNBC Wednesday.
",65
66,2022-01-05 19:18:36,"The titans of carmaking are plotting the overthrow of Elon MuskThe epic fight over who controls the future of the car industry is about to get a whole lot more interesting.
",85
67,2022-01-06 01:26:27,"Alibaba, JD Buck The Trend As Hang Seng Extends Losses On Tighter COVID-19 RulesShares of Alibaba Group Holding Limited (NYSE: BABA), Xpeng Inc. (NYSE: XPEV), Baidu Inc. (NASDAQ: BIDU) and JD.Com Inc. (NASDAQ: JD) rose in Hong Kong on Thursday, while Tencent...
",78
68,2022-01-06 04:37:23,"Berkshire Hathaway Q4 2021 Earnings And Book Value Estimates - Berkshire Could Crush The S&P In 2022Berkshire Hathaway's equity book gained 12.3% to $334.5 billion. Check out why I believe Berkshire outperforms the S&P 500 by at least 15% in 2022.
",85
69,2022-01-06 07:09:18,"Sonder Holdings Inc. Sees Continued Strong Revenue Per Available Room and Occupancy Levels With New Year's Eve TravelersRevenue Per Available Room Up 10% Compared to 2019 and Doubled YoY
",25
70,2022-01-06 07:47:33,"Should Vanguard Growth ETF (VUG) Be on Your Investing Radar?Style Box ETF report for VUG
",78
71,2022-01-06 08:27:35,"My Biggest Investments In 2022 Might Surprise YouIn this article, I explain why net lease REITs offer some of the best risk-adjusted returns available in 2022. Check out few of our Top Picks.
",25
72,2022-01-06 09:20:10,"AirPods Max are more affordable than ever with $149 discount to low of $400Woot currently offers Prime members Apple’s AirPods Max for $399.99 shipped in pink. Normally fetching $549, you’re looking at a new all-time low that’s $49 under our previous mention, $29 under the previous all-time low, and the best discount to date. Since launch, AirPods Max have faced some fallout for the hard to swallow price…
",30
73,2022-01-06 10:24:30,"Le Car Connectivity Consortium publie un livre blanc sur l’avenir de l’accs aux vhicules avec une cl numriqueLe Car Connectivity Consortium® (CCC) a annoncé aujourd’hui que son livre blanc Digital Key Release 3.0 - The Future of Vehicle Access – est désormais
",72
74,2022-01-06 10:58:00,"Playtika CEO Robert Antokol interview — Why player retention matters nowJoin gaming leaders, alongside GamesBeat and Facebook Gaming, for their 2nd Annual GamesBeat & Facebook Gaming Summit | GamesBeat: Into the Metaverse 2 this upcoming January 25-27, 2022. Learn more about the event.  Robert Antokol, CEO of Playtika, believes we’re in the middle of the revolution. But when he describes what it is, it can […]
",72
75,2022-01-06 12:10:25,"Apple Might Be Making Case for Equal-Weight ETFsApple (NASDAQ:AAPL) briefly eclipsed a market capitalization of $3 trillion on Monday, becoming the first company to do so.
",20
76,2022-01-06 13:19:42,"33 Undervalued Stocks for 2022: MorningstarWhile stocks are generally overvalued now, there are still some bargains to be found, analysts say.
",65
77,2022-01-06 13:59:16,"Markets Euro Close (01/06/2022)
",72
78,2022-01-06 15:39:58,"Trump to launch his social media app in February, listing showsFormer President Donald Trump’s new media venture plans to launch its social media app Truth Social on Feb. 21, according to an Apple Inc App Store listing.
",70
79,2022-01-06 16:52:37,"Why Facebook Is a Must-Own Metaverse Stock in 2022It's the frontrunner in a new tech ecosystem, and the stock looks like a steal.
",85
80,2022-01-06 18:19:29,"Riding The Ranges And Playing The Fades - Key Price Levels Right Now In FocusStocks did indeed pull back from highs this week, and now we find key stocks in key support target price levels. What's the play off these levels?
",78
81,2022-01-06 22:47:30,"Tuya Officially Announces Support for Matter Smart Home StandardTuya Officially Announces Support for Matter Smart Home Standard
",25
82,2022-01-07 02:45:26,"Explained: Here's Why The iPhone Weather App Hides ""69 Number""The weather of 69!
",85
83,2022-01-07 05:06:45,"Canada needs fixing as the digital transformation takes holdMartin Pelletier: Canada is going all in on real estate speculation instead of getting in on this digital transformation
",85
84,2022-01-07 07:05:18,"Check out this year's Future Tech Awards winners, from Netflix execs to Elon MuskHighlighting the biggest achievements in consumer tech
",50
85,2022-01-07 07:42:29,"Futures edge higher ahead of nonfarm payrolls reportU.S. stock index futures edged higher on Friday ahead of a closely watched jobs report, with an index of economy-linked value shares on track for its third…
",65
86,2022-01-07 08:52:25,"Discovery upgraded at BofA, price target boosted, as risk-reward situation is now 'extremely favorable'Discovery (DISCA) is being upgraded at Bank of America and getting a price target boost as the investment firm believes the risk-reward situation has become ...
",25
87,2022-01-07 09:35:27,"Apple's Tim Cook earned over 1,400 times the average worker in 2021Apple Inc boss Tim Cook’s pay in 2021 was 1,447 times that of the average employee at the tech giant, a filing on Thursday showed https://bit.ly/34w5j5l,…
",85
88,2022-01-07 10:39:25,"Wall St subdued after soft jobs data; Big Tech bouncesWall Street’s main indexes were muted on Friday after data pointed to weaker-than-expected job growth last month, while banking shares extended gains and…
",65
89,2022-01-07 11:39:38,"Microsoft and Alphabet Are Set for Worst Week Since the Start of the Pandemic
",85
90,2022-01-07 12:51:17,"Happy President's Day? Trump's New Social Media App Truth Social Could Launch On Feb. 21A new social media app from former President Donald Trump appears nearing a launch date according to an app store landing page. Here’s the details on when the app could...
",85
91,2022-01-07 13:54:25,"Nutanix (NTNX) Converts Class B Common Stock Into Class ANutanix (NTNX) eliminates its dual-stock structure by converting all its outstanding Class B common shares into Class A.
",50
92,2022-01-07 15:04:49,"Agency A+ plans to expand its operations to the United StatesCEO Tatiana Marzullo Varges was in Orlando (FL) to coordinate new partnerships and business in the city.
",40
93,2022-01-07 16:49:38,"Wall St Week Ahead Hawkish Fed gives value stocks a second windInvestors are recalibrating their portfolios to account for a more hawkish Federal Reserve, as signs that the central bank is ready to pull out the stops in its fight against inflation has shaken up markets in the first week of 2022.
",85
94,2022-01-08 00:36:39,"This Is Historically A Bad Time To Buy AppleA technology stock with a P/E of 30 and a $3 trillion valuation doesn't sound like a safe haven. Apple's (AAPL) recent gross margins of more than 40% are unlikely to hold.
",85
95,2022-01-08 05:35:21,"3 Unstoppable ETFs to Stock Up On in 2022These ETFs can take your portfolio to the next level.
",20
96,2022-01-08 08:45:13,"Advanced Research Investment Solutions LLC Acquires 3,572 Shares of Apple Inc. (NASDAQ:AAPL)Advanced Research Investment Solutions LLC boosted its holdings in Apple Inc. (NASDAQ:AAPL) by 51.9% during the 3rd quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 10,459 shares of the iPhone maker’s stock after buying an additional 3,572 shares during the period. Apple makes up about 0.8% […]
",45
97,2022-01-08 13:36:33,"Veteran Equity Strategist Expects a ‘Cathartic Upchuck’ in 2022
",85
98,2022-01-08 18:42:22,"Sidney Poitier Documentary In The Works At Apple With Oprah Winfrey Exec ProducingFollowing the passing of the Hollywood Icon Sidney Poitier on Friday, Deadline has confirmed that Apple is in the middle of filming a documentary on the Oscar-winning actor with Oprah Winfrey exec …
",20
99,2022-01-09 05:49:00,"Diversified LLC Acquires 258 Shares of Apple Inc. (NASDAQ:AAPL)Diversified LLC boosted its holdings in shares of Apple Inc. (NASDAQ:AAPL) by 0.6% during the third quarter, according to the company in its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 40,924 shares of the iPhone maker’s stock after buying an additional 258 shares during the quarter. Apple makes […]
",25
100,2022-01-09 08:53:33,"Wall St Week Ahead-Hawkish Fed gives value stocks a second windNEW YORK — Investors are recalibrating their portfolios to account for a more hawkish Federal Reserve, as signs that the central bank is ready to pull out the…
",75
101,2022-01-09 12:30:31,"This Chipmaker Has A Better 1-Year Return Than Tesla, Microsoft, Apple, Riot Blockchain And ModernaHigh-flying tech and growth stocks were among the most popular assets of traders and investors in 2021. And as of late, there have been a number of clear winners between the assets.
",85
102,2022-01-09 18:39:49,"What Is Wi-Fi Calling And How To Turn It On?Make calls with your number using Wi-Fi
",78
103,2022-01-10 01:27:44,"TSMC Sales Set Sixth Quarterly Record on Elevated Chip DemandTaiwan Semiconductor Manufacturing Co. reported a sixth straight quarter of record sales, buoyed by unrelenting demand by Apple Inc. and other customers for chips produced by the world’s largest foundry.
",20
104,2022-01-10 04:16:39,"The January Barometer: Buy The Dip Or Stock Market CrashAs January goes so goes the rest of the year for the stock market, and how the first week of January goes will determine how stocks perform the rest of the month of January.
",75
105,2022-01-10 06:03:38,"Americans are earning record high wages — how long will they keep going up?Americans earned nearly 10% more an hour on average in December compared to February 2020.
",85
106,2022-01-10 06:39:25,"IMF Warns Emerging Economies As Fed Policy Weighs On Global MarketsThe IMF warns that emerging markets are likely to feel the impact of the Fed’s multiple interest rates hikes. The monetary body says Fed’s tightening presents a scenario where vulnerable countries could face even more economic slowdown.
",85
107,2022-01-10 07:19:45,"Futures muted, banks extend gains on high yieldsU.S. stock index futures were subdued on Monday after posting losses for their first week of the new year, while big banks extended gains as U.S. Treasury…
",65
108,2022-01-10 08:27:10,"Landsea Homes Closes On 200 Homesites In Palm Bay, Florida- Landsea Homes continues its highly successful Country Club Estates community, with a refined offering of homes for buyers with a variety of interests, lifestyles, and needs
",25
109,2022-01-10 08:58:36,"Better Buy: Roblox vs. AppleWill the growing gaming company outperform the tech titan this year?
",75
110,2022-01-10 09:23:30,"New This Week: 'Peacemaker,' Elvis Costello And Macbeth Film
",35
111,2022-01-10 09:49:39,"XR Securities LLC Buys S&P 500 ETF TRUST ETF, Tesla Inc, Union Pacific Corp, Sells Shopify ...GuruFocus Article or News written by insider and the topic is about: 
",78
112,2022-01-10 10:55:27,"It's A Bear Market, No Wait, It's A Bull MarketA lot of digital ink is spilled debating whether we are in a continued bull market or when the next market crash will arrive. Read what to know here.
",65
113,2022-01-10 11:33:21,"Apple (AAPL) Rumored to Launch New iPhone SE in Upcoming EventApple (AAPL) is rumored to launch a new iPhone SE that will further expand its iPhone installed base.
",20
114,2022-01-10 12:55:59,"NAACP-CBS Venture Sets Slate: 'Soapdish' Series With Whoopi Goldberg, Comedies Starring DL Hughley & Earthquake, Little Rock Nine Limited Series & MoreA year after NAACP’s production partnership with CBS Studios formally launched with the hire of Sheila Ducksworth as President, the venture has sold its first projects. The five shows —…
",78
115,2022-01-10 13:09:35,"Take-Two to buy 'FarmVille' maker Zynga for $11 bln in mobile gaming pushTake-Two Interactive said on Monday it would buy Zynga for $11.04 billion in a deal that will bring the smash-hit video game “Grand Theft Auto” and…
",85
116,2022-01-10 14:05:43,"GM launches new credit card with Goldman SachsGeneral Motors Co on Monday launched a credit card with Goldman Sachs Group Inc and revamped its rewards program to let customers earn more points to put toward buying or leasing Buicks, Cadillacs and other GM cars, the automaker and bank said in a joint statement.
",45
117,2022-01-10 15:04:38,"SNAP Final Deadline Today: Rosen, Global Investor Counsel, Encourages Snap Inc. Investors with Losses Over $100K to Secure Counsel Before Important January 10 Deadline in Securities Class Action Commenced by the Firm – SNAPWHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of the securities of Snap Inc. (NYSE: SNAP) between July 22, 2020 and Octob
",85
118,2022-01-10 16:47:22,"Apple Services Business Flourishes In 2021: Record High App Store Developer Revenues, Launch Of Apple TV 4K, Apple Pay Expands To New Markets And MoreApple, Inc.'s (NASDAQ: AAPL) services business is a vital cog in the tech giant's wheel, and the company is providing an update on how the segment fared in 2021.
",20
119,2022-01-10 18:28:24,"The Top Semiconductor Stocks of 2021GuruFocus Article or News written by Margaret Moran and the topic is about: These companies are rapidly scaling operations to meet strong global demand
",78
120,2022-01-10 23:23:29,"How is Zip Co Ltd. (ASX: Z1P) share placed after the recent fall?Zip Co Ltd. (ASX:Z1P) has been in the news for over more than a month, particularly because of its share price movement. After some fireworks in ...
",78
121,2022-01-11 02:07:25,"OnePlus 10 Pro release date, price, specs, features and newsEverything you need to know about this killer flagship
",85
122,2022-01-11 04:22:35,"Dealmakers Face Regulatory Reckoning From EU After Buying SpreeBy Aoife White and Katharine Gemmell
",85
123,2022-01-11 05:35:16,"GM Teams Up With Goldman Sachs For Digital-Friendly Credit CardGeneral Motors Co (NYSE: GM) on Monday launched a digital-friendly credit card with Goldman Sachs Group Inc’s (NYSE: GS) consumer banking platform Marcus, the Detroit Free...
",65
124,2022-01-11 06:13:22,"U.S. Tech Stocks Start to Turn Corner After $1.1 Trillion RoutMega-cap U.S. technology stocks edged higher in premarket trading, hinting at a return of dip-buyers after last week’s selloff wiped $1.1 trillion from the value of the Nasdaq Composite Index.
",40
125,2022-01-11 06:53:38,"Apple MR headset could be as powerful as a MacBook Pro – but only for short burstsIs Apple pairing big processing power with a small battery?
",85
126,2022-01-11 07:41:45,"ARRIS DOCSIS 3.0 modems and Wi-Fi 6 systems now up to 44% off starting at $55Today only, as part of its Gold Box Deals of the Day, Amazon is taking up to 44% off a selection of ARRIS Wi-Fi routers, cable modems, and other networking gear. Shipping is free across the board. Our top pick is the ARRIS Surfboard SB6183 DOCSIS 3.0 Cable Modem at $54.99. Normally fetching $67, today’s…
",85
127,2022-01-11 08:32:17,"Intel's computing chief has left the companyIntel hires Micron CFO as new Client Computing Group GM
",65
128,2022-01-11 09:23:43,"ESR iPhone 13 cases from $7: Clear, MagSafe, screen protector bundles, more up to 50% offESR authorized dealer ACS Mall (100% positive in the last 12 months) via Amazon is now offering up to 50% or more off a range of the ESR iPhone 13 cases. Everything ships free for Prime members or in orders over $25. The deals start from $7 Prime shipped using the code below and are…
",85
129,2022-01-11 10:26:17,"French refurbished smartphone seller Back Market valued at $5.7 blnBack Market, the French marketplace dedicated to refurbished smartphones and electronic devices, said on Tuesday it had closed an investment round of $510 million, bringing its total valuation to $5.7 billion.
",75
130,2022-01-11 11:28:18,"eternalHealth Raises $10 Million Series A Funding After Initial $10 Million in Seed Financing in SummereternalHealth, the first new health plan to be approved in Massachusetts since 2013, announced today that it has raised another $10 million in Series 
",35
131,2022-01-11 12:32:36,"Apple Watch 7 vs Samsung Galaxy Watch 4: which is the best smartwatch?Battle of the top smartwatches
",50
132,2022-01-11 13:35:10,"T-Mobile is blocking some iPhone users from enabling iCloud Private RelayContent filtering and Apple's iCloud Private Relay don't mix
",85
133,2022-01-11 14:36:44,"This adjustable aluminum MacBook stand is down to $20 (Save 23%)OMOTON-Global (100% positive feedback) via Amazon is offering its Adjustable Laptop Stand for $19.99. Usually priced at $26, you’ll be saving 23%, a new low, for this silver laptop stand that’s essential for desks. The stand can hold up to 11 pounds and offers three varying height choices (5.7/6.3/6.8-inch) based on your comfortability. Also available…
",75
134,2022-01-11 16:16:46,"History of the Chevrolet CruzeEven though it's not currently being produced in the U.S., the history of the Chevy Cruze is incredibly interesting.
",78
135,2022-01-11 17:39:13,"Microsoft shares its own Surface Laptop SE teardown to prove a pointMicrosoft’s Surface products are among the best-looking laptops and 2-in-1s on the market. The series has successfully showcased the best features of Windows in the current era and provided c…
",35
136,2022-01-11 21:52:21,"6 stocks to play the semiconductor sector in 2022, according to one investment firmAfter a ""monster 2021,"" Bernstein says it's time to get selective on semiconductor stocks. Here are six of its top picks. 
",25
