,date,score
568,2022-02-08 08:25:06,20
569,2022-02-08 10:27:28,42
570,2022-02-08 12:47:26,85
571,2022-02-08 15:00:15,42
572,2022-02-08 18:28:50,20
573,2022-02-09 06:12:31,20
574,2022-02-09 09:41:19,72
575,2022-02-09 11:18:38,75
576,2022-02-09 14:19:44,65
577,2022-02-09 21:11:23,85
578,2022-02-10 07:49:14,35
579,2022-02-10 11:51:37,78
580,2022-02-10 15:11:44,85
581,2022-02-11 01:04:37,85
582,2022-02-11 08:01:23,20
583,2022-02-11 11:16:28,40
584,2022-02-11 16:42:34,78
585,2022-02-12 16:18:44,85
586,2022-02-14 00:58:17,35
587,2022-02-14 08:39:29,85
588,2022-02-14 13:07:42,65
589,2022-02-15 05:01:39,25
590,2022-02-15 09:28:55,75
591,2022-02-15 12:10:59,25
592,2022-02-15 16:10:38,65
593,2022-02-16 05:29:12,35
594,2022-02-16 09:46:17,40
595,2022-02-16 13:05:47,35
596,2022-02-16 16:36:25,85
597,2022-02-17 05:43:24,65
598,2022-02-17 10:48:39,85
599,2022-02-17 14:41:37,65
600,2022-02-17 18:39:58,78
601,2022-02-18 07:32:43,85
602,2022-02-18 11:38:49,85
603,2022-02-18 15:39:37,78
604,2022-02-19 06:01:27,85
605,2022-02-20 09:47:25,25
606,2022-02-21 07:26:11,90
607,2022-02-21 14:20:29,75
608,2022-02-22 05:35:02,75
609,2022-02-22 09:20:19,85
610,2022-02-22 12:06:19,85
611,2022-02-22 15:21:59,85
612,2022-02-23 05:12:43,78
613,2022-02-23 10:06:11,85
614,2022-02-23 15:05:30,85
615,2022-02-24 01:09:08,20
616,2022-02-24 08:24:19,78
617,2022-02-24 11:54:37,78
618,2022-02-24 17:27:28,45
619,2022-02-25 08:18:21,75
620,2022-02-25 13:46:37,20
621,2022-02-26 11:17:53,35
622,2022-02-27 08:05:29,85
623,2022-02-27 21:46:44,85
624,2022-02-28 07:48:40,85
625,2022-02-28 10:29:34,78
626,2022-02-28 15:14:29,65
627,2022-03-01 07:58:02,85
628,2022-03-01 10:58:18,85
629,2022-03-01 16:14:00,85
630,2022-03-02 00:37:35,65
631,2022-03-02 07:30:49,78
632,2022-03-02 10:15:22,42
633,2022-03-02 12:46:34,85
634,2022-03-02 15:07:29,78
635,2022-03-02 21:19:16,85
636,2022-03-03 07:04:33,85
637,2022-03-03 10:14:16,75
638,2022-03-03 13:07:04,25
639,2022-03-03 16:31:35,20
640,2022-03-04 01:35:20,20
641,2022-03-04 10:02:09,85
642,2022-03-04 13:13:46,25
643,2022-03-04 17:56:02,85
644,2022-03-05 13:08:33,78
645,2022-03-06 13:39:29,65
646,2022-03-07 06:52:32,85
647,2022-03-07 10:17:16,85
648,2022-03-07 13:05:24,85
649,2022-03-07 17:52:15,85
650,2022-03-08 06:09:29,20
651,2022-03-08 09:07:06,20
652,2022-03-08 12:01:27,78
653,2022-03-08 13:37:48,35
654,2022-03-08 14:44:50,20
655,2022-03-08 16:42:58,42
656,2022-03-08 23:56:38,85
657,2022-03-09 07:14:16,85
658,2022-03-09 09:24:01,10
659,2022-03-09 11:54:32,85
660,2022-03-09 13:58:39,25
661,2022-03-09 17:14:18,85
662,2022-03-10 04:59:58,85
663,2022-03-10 07:53:22,85
664,2022-03-10 10:32:23,85
665,2022-03-10 13:50:48,85
666,2022-03-10 18:16:34,20
667,2022-03-11 04:18:27,78
668,2022-03-11 08:04:52,35
669,2022-03-11 11:17:58,65
670,2022-03-11 16:20:42,85
671,2022-03-12 09:02:31,40
672,2022-03-15 02:24:22,85
673,2022-03-15 07:34:46,78
674,2022-03-15 10:43:45,20
675,2022-03-15 15:22:55,20
676,2022-03-16 04:05:34,85
677,2022-03-16 09:02:47,40
678,2022-03-16 11:22:50,35
679,2022-03-16 16:29:49,45
680,2022-03-17 06:20:35,85
681,2022-03-17 09:14:42,65
682,2022-03-17 12:12:11,35
683,2022-03-17 17:18:04,85
684,2022-03-18 07:09:31,20
685,2022-03-18 11:19:45,20
686,2022-03-18 17:15:28,75
687,2022-03-19 14:34:49,45
688,2022-03-20 18:19:52,65
689,2022-03-21 07:28:13,70
690,2022-03-21 10:54:29,78
691,2022-03-21 13:46:28,85
692,2022-03-21 20:36:20,85
693,2022-03-22 08:32:43,85
694,2022-03-22 11:40:31,85
695,2022-03-22 15:16:56,75
696,2022-03-24 22:57:23,75
697,2022-03-25 07:36:24,75
698,2022-03-25 10:44:42,35
699,2022-03-25 15:03:47,75
700,2022-03-26 06:01:45,35
701,2022-03-27 08:17:31,65
702,2022-03-28 01:14:04,20
703,2022-03-28 07:01:40,85
704,2022-03-28 09:13:02,85
705,2022-03-28 12:21:37,78
706,2022-03-28 15:48:34,85
707,2022-03-28 23:04:20,85
708,2022-03-29 07:28:22,75
709,2022-03-29 09:55:32,85
710,2022-03-29 14:19:30,85
711,2022-03-29 19:59:45,78
712,2022-03-30 07:20:30,75
713,2022-03-30 09:20:48,75
714,2022-03-30 12:00:45,78
715,2022-03-30 15:31:18,78
716,2022-03-30 19:29:27,65
717,2022-03-31 06:01:31,20
718,2022-03-31 09:02:44,30
719,2022-03-31 11:38:36,85
720,2022-03-31 16:41:54,78
721,2022-04-01 05:45:07,20
722,2022-04-01 08:02:54,78
723,2022-04-01 11:41:19,35
724,2022-04-01 15:30:49,20
725,2022-04-02 07:18:38,45
726,2022-04-03 06:17:36,20
727,2022-04-04 04:03:04,85
728,2022-04-04 08:40:30,85
729,2022-04-04 11:50:37,85
730,2022-04-04 16:06:50,35
731,2022-04-05 07:04:20,85
732,2022-04-05 10:12:51,35
733,2022-04-05 13:18:31,25
734,2022-04-05 18:53:42,40
735,2022-04-06 07:47:53,78
736,2022-04-06 11:19:58,65
737,2022-04-06 15:07:25,20
738,2022-04-07 02:10:37,20
739,2022-04-07 08:58:35,78
740,2022-04-07 11:54:11,85
741,2022-04-07 16:31:49,85
742,2022-04-08 04:55:45,78
743,2022-04-08 10:57:02,78
744,2022-04-08 16:10:55,75
745,2022-04-09 11:12:34,25
746,2022-04-10 06:46:22,75
747,2022-04-10 22:33:33,85
748,2022-04-11 07:47:35,85
749,2022-04-11 11:29:38,65
750,2022-04-11 16:28:17,65
751,2022-04-12 04:36:15,65
752,2022-04-12 08:17:01,25
753,2022-04-12 10:42:17,40
754,2022-04-12 14:17:25,78
755,2022-04-13 01:05:28,85
756,2022-04-13 08:10:47,78
757,2022-04-13 11:12:16,85
758,2022-04-13 13:32:54,40
759,2022-04-13 20:55:25,45
760,2022-04-14 09:03:28,20
761,2022-04-14 12:49:47,20
762,2022-04-15 01:59:27,85
763,2022-04-15 12:14:45,78
764,2022-04-16 20:00:28,50
765,2022-04-18 06:53:30,75
766,2022-04-18 10:06:43,72
767,2022-04-18 14:42:17,72
768,2022-04-19 01:11:07,78
769,2022-04-19 08:07:22,65
770,2022-04-19 11:01:57,40
771,2022-04-19 14:21:13,85
772,2022-04-19 20:50:54,35
773,2022-04-20 07:37:57,78
774,2022-04-20 12:01:29,75
775,2022-04-20 15:08:25,78
776,2022-04-20 21:19:33,85
777,2022-04-21 06:50:13,85
778,2022-04-21 09:41:27,65
779,2022-04-21 13:09:32,78
780,2022-04-21 17:42:55,85
781,2022-04-22 07:06:27,75
782,2022-04-22 11:17:53,85
783,2022-04-22 14:50:45,45
784,2022-04-22 18:40:35,75
785,2022-04-23 07:22:24,10
786,2022-04-24 07:11:25,20
787,2022-04-24 22:54:18,35
788,2022-04-25 06:54:40,72
789,2022-04-25 09:10:18,85
790,2022-04-25 12:33:18,65
791,2022-04-25 16:30:14,85
792,2022-04-26 02:42:32,78
793,2022-04-26 08:47:55,85
794,2022-04-26 12:22:39,25
795,2022-04-26 17:06:24,85
796,2022-04-27 02:06:23,65
797,2022-04-27 08:50:22,25
798,2022-04-27 12:31:37,75
799,2022-04-27 16:29:00,65
800,2022-04-28 00:48:46,20
801,2022-04-28 06:49:36,78
802,2022-04-28 09:58:39,85
803,2022-04-28 13:25:45,72
804,2022-04-28 16:36:00,65
805,2022-04-28 18:02:27,65
806,2022-04-28 21:24:28,78
807,2022-04-29 05:29:26,78
808,2022-04-29 08:22:28,85
809,2022-04-29 11:24:31,85
810,2022-04-29 13:53:43,65
811,2022-04-29 18:39:59,78
812,2022-04-30 11:00:33,65
813,2022-05-01 18:54:35,85
814,2022-05-02 07:08:09,85
815,2022-05-02 09:39:27,65
816,2022-05-02 12:20:17,75
817,2022-05-02 16:28:24,42
818,2022-05-03 03:12:20,25
819,2022-05-03 09:09:52,65
820,2022-05-03 12:58:36,72
821,2022-05-03 17:35:26,40
