,date,price
207,2023-01-03 12:58:00,123.917367776
208,2023-01-03 12:59:00,123.837812448
209,2023-01-03 13:00:00,123.897478944
210,2023-01-03 13:01:00,123.728423872
211,2023-01-03 13:02:00,123.85770128
212,2023-01-03 13:03:00,123.827868032
213,2023-01-03 13:04:00,123.90742336
214,2023-01-03 13:05:00,124.00686752
215,2023-01-03 13:06:00,123.817923616
216,2023-01-03 13:07:00,123.798034784
217,2023-01-03 13:08:00,123.778145952
218,2023-01-03 13:09:00,123.723451664
219,2023-01-03 13:10:00,123.668757376
220,2023-01-03 13:11:00,123.728423872
221,2023-01-03 13:12:00,123.887534528
222,2023-01-03 13:13:00,123.798034784
223,2023-01-03 13:14:00,123.549424384
224,2023-01-03 13:15:00,123.594174256
225,2023-01-03 13:16:00,123.529535552
226,2023-01-03 13:17:00,123.50964672
227,2023-01-03 13:18:00,123.50964672
228,2023-01-03 13:19:00,123.524563344
229,2023-01-03 13:20:00,123.549424384
230,2023-01-03 13:21:00,123.529535552
231,2023-01-03 13:22:00,123.549424384
232,2023-01-03 13:23:00,123.574285424
233,2023-01-03 13:24:00,123.648868544
234,2023-01-03 13:25:00,123.549424384
235,2023-01-03 13:26:00,123.867645696
236,2023-01-03 13:27:00,123.977034272
237,2023-01-03 13:28:00,123.95714544
238,2023-01-03 13:29:00,123.877590112
239,2023-01-03 13:30:00,123.95714544
240,2023-01-03 13:31:00,123.967089856
241,2023-01-03 13:32:00,123.9322844
242,2023-01-03 13:33:00,123.947201024
243,2023-01-03 13:34:00,123.947201024
244,2023-01-03 13:35:00,123.887534528
245,2023-01-03 13:36:00,124.026756352
246,2023-01-03 13:37:00,124.0565896
247,2023-01-03 13:38:00,123.996923104
248,2023-01-03 13:39:00,123.95714544
249,2023-01-03 13:40:00,123.847756864
250,2023-01-03 13:41:00,123.877590112
251,2023-01-03 13:42:00,123.897478944
252,2023-01-03 13:43:00,123.947201024
253,2023-01-03 13:44:00,123.85770128
254,2023-01-03 13:45:00,123.927312192
255,2023-01-03 13:46:00,123.778145952
256,2023-01-03 13:47:00,123.554396592
257,2023-01-03 13:48:00,123.519591136
258,2023-01-03 13:49:00,123.718479456
259,2023-01-03 13:50:00,123.713507248
260,2023-01-03 13:51:00,123.75825712
261,2023-01-03 13:52:00,123.65881296
262,2023-01-03 13:53:00,123.788090368
263,2023-01-03 13:54:00,123.897478944
264,2023-01-03 13:55:00,124.041672976
265,2023-01-03 13:56:00,124.0565896
266,2023-01-03 13:57:00,124.076478432
267,2023-01-03 13:58:00,123.996923104
268,2023-01-03 13:59:00,124.086422848
269,2023-01-03 14:00:00,124.126200512
270,2023-01-03 14:01:00,124.20575584
271,2023-01-03 14:02:00,124.026756352
272,2023-01-03 14:03:00,123.95714544
273,2023-01-03 14:04:00,123.986978688
274,2023-01-03 14:05:00,124.076478432
275,2023-01-03 14:06:00,124.036700768
276,2023-01-03 14:07:00,124.0565896
277,2023-01-03 14:08:00,124.165978176
278,2023-01-03 14:09:00,124.15603376
279,2023-01-03 14:10:00,124.195811424
280,2023-01-03 14:11:00,124.175922592
281,2023-01-03 14:12:00,124.146089344
282,2023-01-03 14:13:00,124.016811936
283,2023-01-03 14:14:00,124.096367264
284,2023-01-03 14:15:00,123.967089856
285,2023-01-03 14:16:00,124.036700768
286,2023-01-03 14:17:00,124.00686752
287,2023-01-03 14:18:00,124.026756352
288,2023-01-03 14:19:00,123.937256608
289,2023-01-03 14:20:00,123.827868032
290,2023-01-03 14:21:00,123.817923616
291,2023-01-03 14:22:00,123.8079792
292,2023-01-03 14:23:00,123.837812448
293,2023-01-03 14:24:00,123.778145952
294,2023-01-03 14:25:00,123.837812448
295,2023-01-03 14:26:00,123.793062576
296,2023-01-03 14:27:00,123.85770128
297,2023-01-03 14:28:00,123.847756864
298,2023-01-03 14:29:00,123.812951408
299,2023-01-03 14:30:00,123.877590112
300,2023-01-03 14:31:00,123.827868032
301,2023-01-03 14:32:00,123.678701792
302,2023-01-03 14:33:00,123.539479968
303,2023-01-03 14:34:00,123.579257632
304,2023-01-03 14:35:00,123.619035296
305,2023-01-03 14:36:00,123.628979712
306,2023-01-03 14:37:00,123.549424384
307,2023-01-03 14:38:00,123.688646208
308,2023-01-03 14:39:00,123.668757376
309,2023-01-03 14:40:00,123.60909088
310,2023-01-03 14:41:00,123.628979712
311,2023-01-03 14:42:00,123.867645696
312,2023-01-03 14:43:00,123.887534528
313,2023-01-03 14:44:00,124.086422848
314,2023-01-03 14:45:00,124.116256096
315,2023-01-03 14:46:00,124.523977152
316,2023-01-03 14:47:00,124.364866496
317,2023-01-03 14:48:00,124.285311168
318,2023-01-03 14:49:00,124.315144416
319,2023-01-03 14:50:00,124.469282864
320,2023-01-03 14:51:00,124.265422336
321,2023-01-03 14:52:00,124.225644672
322,2023-01-03 14:53:00,124.026756352
323,2023-01-03 14:54:00,124.066534016
324,2023-01-03 14:55:00,123.937256608
325,2023-01-03 14:56:00,124.016811936
326,2023-01-03 14:57:00,123.90742336
327,2023-01-03 14:58:00,123.877590112
328,2023-01-03 14:59:00,123.897478944
329,2023-01-03 15:00:00,123.927312192
330,2023-01-03 15:01:00,123.967089856
331,2023-01-03 15:02:00,124.036700768
332,2023-01-03 15:03:00,123.847756864
333,2023-01-03 15:04:00,123.927312192
334,2023-01-03 15:05:00,123.967089856
335,2023-01-03 15:06:00,123.996923104
336,2023-01-03 15:07:00,123.877590112
337,2023-01-03 15:08:00,123.75825712
338,2023-01-03 15:09:00,123.817923616
339,2023-01-03 15:10:00,123.748312704
340,2023-01-03 15:11:00,123.78311816
341,2023-01-03 15:12:00,123.862673488
342,2023-01-03 15:13:00,123.897478944
343,2023-01-03 15:14:00,123.937256608
344,2023-01-03 15:15:00,124.00686752
345,2023-01-03 15:16:00,124.25547792
346,2023-01-03 15:17:00,124.20575584
347,2023-01-03 15:18:00,124.260450128
348,2023-01-03 15:19:00,124.28033896
349,2023-01-03 15:20:00,124.175922592
350,2023-01-03 15:21:00,124.026756352
351,2023-01-03 15:22:00,124.00686752
352,2023-01-03 15:23:00,124.036700768
353,2023-01-03 15:24:00,124.016811936
354,2023-01-03 15:25:00,123.937256608
355,2023-01-03 15:26:00,123.986978688
356,2023-01-03 15:27:00,123.977034272
357,2023-01-03 15:28:00,123.937256608
358,2023-01-03 15:29:00,123.887534528
359,2023-01-03 15:30:00,123.937256608
360,2023-01-03 15:31:00,124.066534016
361,2023-01-03 15:32:00,123.996923104
362,2023-01-03 15:33:00,124.185867008
363,2023-01-03 15:34:00,124.235589088
364,2023-01-03 15:35:00,124.126200512
365,2023-01-03 15:36:00,124.195811424
366,2023-01-03 15:37:00,124.285311168
367,2023-01-03 15:38:00,124.0565896
368,2023-01-03 15:39:00,124.235589088
369,2023-01-03 15:40:00,124.200783632
370,2023-01-03 15:41:00,124.275366752
371,2023-01-03 15:42:00,124.13117272
372,2023-01-03 15:43:00,124.20575584
373,2023-01-03 15:44:00,124.275366752
374,2023-01-03 15:45:00,124.285311168
375,2023-01-03 15:46:00,124.235589088
376,2023-01-03 15:47:00,124.245533504
377,2023-01-03 15:48:00,124.295255584
378,2023-01-03 15:49:00,124.394699744
379,2023-01-03 15:50:00,124.265422336
380,2023-01-03 15:51:00,124.394699744
381,2023-01-03 15:52:00,124.424532992
382,2023-01-03 15:53:00,124.424532992
383,2023-01-03 15:54:00,124.444421824
384,2023-01-03 15:55:00,124.633365728
385,2023-01-03 15:56:00,124.469282864
386,2023-01-03 15:57:00,124.45436624
387,2023-01-03 15:58:00,124.519004944
388,2023-01-03 15:59:00,124.563754816
389,2023-01-03 16:00:00,124.374810912
390,2023-01-04 09:31:00,125.876417728
391,2023-01-04 09:32:00,125.737195904
392,2023-01-04 09:33:00,125.99575072
393,2023-01-04 09:34:00,125.637751744
394,2023-01-04 09:35:00,126.015639552
395,2023-01-04 09:36:00,126.662026592
396,2023-01-04 09:37:00,126.483027104
397,2023-01-04 09:38:00,126.671971008
398,2023-01-04 09:39:00,126.214527872
399,2023-01-04 09:40:00,126.030556176
400,2023-01-04 09:41:00,126.383582944
401,2023-01-04 09:42:00,126.59241568
402,2023-01-04 09:43:00,126.174750208
403,2023-01-04 09:44:00,125.806806816
404,2023-01-04 09:45:00,125.468696672
405,2023-01-04 09:46:00,125.468696672
406,2023-01-04 09:47:00,125.707362656
407,2023-01-04 09:48:00,125.876417728
408,2023-01-04 09:49:00,125.826695648
409,2023-01-04 09:50:00,125.607918496
410,2023-01-04 09:51:00,125.955973056
411,2023-01-04 09:52:00,125.7968624
412,2023-01-04 09:53:00,125.7968624
413,2023-01-04 09:54:00,125.558196416
414,2023-01-04 09:55:00,125.369252512
415,2023-01-04 09:56:00,125.568140832
416,2023-01-04 09:57:00,125.59797408
417,2023-01-04 09:58:00,125.508474336
418,2023-01-04 09:59:00,125.667584992
419,2023-01-04 10:00:00,125.975861888
420,2023-01-04 10:01:00,125.717307072
421,2023-01-04 10:02:00,125.806806816
422,2023-01-04 10:03:00,126.115083712
423,2023-01-04 10:04:00,125.64769616
424,2023-01-04 10:05:00,125.070920032
425,2023-01-04 10:06:00,124.911809376
426,2023-01-04 10:07:00,124.772587552
427,2023-01-04 10:08:00,124.792476384
428,2023-01-04 10:09:00,124.663198976
429,2023-01-04 10:10:00,124.891920544
430,2023-01-04 10:11:00,124.732809888
431,2023-01-04 10:12:00,124.5538104
432,2023-01-04 10:13:00,124.60353248
433,2023-01-04 10:14:00,124.862087296
434,2023-01-04 10:15:00,125.031142368
435,2023-01-04 10:16:00,125.070920032
436,2023-01-04 10:17:00,125.190253024
437,2023-01-04 10:18:00,125.24991952
438,2023-01-04 10:19:00,125.080864448
439,2023-01-04 10:20:00,125.041086784
440,2023-01-04 10:21:00,125.160419776
441,2023-01-04 10:22:00,125.180308608
442,2023-01-04 10:23:00,125.00130912
443,2023-01-04 10:24:00,125.041086784
444,2023-01-04 10:25:00,125.130586528
445,2023-01-04 10:26:00,125.080864448
446,2023-01-04 10:27:00,124.90186496
447,2023-01-04 10:28:00,124.95158704
448,2023-01-04 10:29:00,124.991364704
449,2023-01-04 10:30:00,125.289697184
450,2023-01-04 10:31:00,125.0510312
451,2023-01-04 10:32:00,124.931698208
452,2023-01-04 10:33:00,124.712921056
453,2023-01-04 10:34:00,125.041086784
454,2023-01-04 10:35:00,125.130586528
455,2023-01-04 10:36:00,125.230030688
456,2023-01-04 10:37:00,125.49852992
457,2023-01-04 10:38:00,125.369252512
458,2023-01-04 10:39:00,125.409030176
459,2023-01-04 10:40:00,125.2996416
460,2023-01-04 10:41:00,125.433891216
461,2023-01-04 10:42:00,125.369252512
462,2023-01-04 10:43:00,125.593001872
463,2023-01-04 10:44:00,125.578085248
464,2023-01-04 10:45:00,125.89630656
465,2023-01-04 10:46:00,126.19463904
466,2023-01-04 10:47:00,126.214527872
467,2023-01-04 10:48:00,126.12005592
468,2023-01-04 10:49:00,126.125028128
469,2023-01-04 10:50:00,126.239388912
470,2023-01-04 10:51:00,126.154861376
471,2023-01-04 10:52:00,126.154861376
472,2023-01-04 10:53:00,126.264249952
473,2023-01-04 10:54:00,126.134972544
474,2023-01-04 10:55:00,126.115083712
475,2023-01-04 10:56:00,126.134972544
476,2023-01-04 10:57:00,126.080278256
477,2023-01-04 10:58:00,126.14491696
478,2023-01-04 10:59:00,126.134972544
479,2023-01-04 11:00:00,126.284138784
480,2023-01-04 11:01:00,125.965917472
481,2023-01-04 11:02:00,126.005695136
482,2023-01-04 11:03:00,125.955973056
483,2023-01-04 11:04:00,125.99575072
484,2023-01-04 11:05:00,125.936084224
485,2023-01-04 11:06:00,125.975861888
486,2023-01-04 11:07:00,125.856528896
487,2023-01-04 11:08:00,125.99575072
488,2023-01-04 11:09:00,126.09519488
489,2023-01-04 11:10:00,125.985806304
490,2023-01-04 11:11:00,126.134972544
491,2023-01-04 11:12:00,126.005695136
492,2023-01-04 11:13:00,126.24436112
493,2023-01-04 11:14:00,126.274194368
494,2023-01-04 11:15:00,126.378610736
495,2023-01-04 11:16:00,126.373638528
496,2023-01-04 11:17:00,126.333860864
497,2023-01-04 11:18:00,126.323916448
498,2023-01-04 11:19:00,126.403471776
499,2023-01-04 11:20:00,126.413416192
500,2023-01-04 11:21:00,126.333860864
501,2023-01-04 11:22:00,126.527776976
502,2023-01-04 11:23:00,126.473082688
503,2023-01-04 11:24:00,126.453193856
504,2023-01-04 11:25:00,126.4183884
505,2023-01-04 11:26:00,126.413416192
506,2023-01-04 11:27:00,126.433305024
507,2023-01-04 11:28:00,126.701804256
508,2023-01-04 11:29:00,126.751526336
509,2023-01-04 11:30:00,126.671971008
510,2023-01-04 11:31:00,126.89074816
511,2023-01-04 11:32:00,127.079692064
512,2023-01-04 11:33:00,127.119469728
513,2023-01-04 11:34:00,127.000136736
514,2023-01-04 11:35:00,127.020025568
515,2023-01-04 11:36:00,127.208969472
516,2023-01-04 11:37:00,127.298469216
517,2023-01-04 11:38:00,127.477468704
518,2023-01-04 11:39:00,127.43769104
519,2023-01-04 11:40:00,127.566968448
520,2023-01-04 11:41:00,127.601773904
521,2023-01-04 11:42:00,127.472496496
522,2023-01-04 11:43:00,127.467524288
523,2023-01-04 11:44:00,127.447635456
524,2023-01-04 11:45:00,127.407857792
525,2023-01-04 11:46:00,127.318358048
526,2023-01-04 11:47:00,127.268635968
527,2023-01-04 11:48:00,127.298469216
528,2023-01-04 11:49:00,127.278580384
529,2023-01-04 11:50:00,127.318358048
530,2023-01-04 11:51:00,127.333274672
531,2023-01-04 11:52:00,127.119469728
532,2023-01-04 11:53:00,127.199025056
533,2023-01-04 11:54:00,127.258691552
534,2023-01-04 11:55:00,127.228858304
535,2023-01-04 11:56:00,127.368080128
536,2023-01-04 11:57:00,127.258691552
537,2023-01-04 11:58:00,127.278580384
538,2023-01-04 11:59:00,127.159247392
539,2023-01-04 12:00:00,127.049858816
540,2023-01-04 12:01:00,127.0399144
541,2023-01-04 12:02:00,127.069747648
542,2023-01-04 12:03:00,127.129414144
543,2023-01-04 12:04:00,127.184108432
544,2023-01-04 12:05:00,127.268635968
545,2023-01-04 12:06:00,127.328302464
546,2023-01-04 12:07:00,127.228858304
547,2023-01-04 12:08:00,127.318358048
548,2023-01-04 12:09:00,127.368080128
549,2023-01-04 12:10:00,127.318358048
550,2023-01-04 12:11:00,127.248747136
551,2023-01-04 12:12:00,127.358135712
552,2023-01-04 12:13:00,127.447635456
553,2023-01-04 12:14:00,127.23880272
554,2023-01-04 12:15:00,127.368080128
555,2023-01-04 12:16:00,127.532162992
556,2023-01-04 12:17:00,127.48741312
557,2023-01-04 12:18:00,127.576912864
558,2023-01-04 12:19:00,127.706190272
559,2023-01-04 12:20:00,127.716134688
560,2023-01-04 12:21:00,127.666412608
561,2023-01-04 12:22:00,127.81060664
562,2023-01-04 12:23:00,127.924967424
563,2023-01-04 12:24:00,127.855356512
564,2023-01-04 12:25:00,127.716134688
565,2023-01-04 12:26:00,127.606746112
566,2023-01-04 12:27:00,127.43769104
567,2023-01-04 12:28:00,127.38796896
568,2023-01-04 12:29:00,127.41283
569,2023-01-04 12:30:00,127.358135712
570,2023-01-04 12:31:00,127.427746624
571,2023-01-04 12:32:00,127.447635456
572,2023-01-04 12:33:00,127.447635456
573,2023-01-04 12:34:00,127.33824688
574,2023-01-04 12:35:00,127.233830512
575,2023-01-04 12:36:00,127.119469728
576,2023-01-04 12:37:00,127.208969472
577,2023-01-04 12:38:00,127.159247392
578,2023-01-04 12:39:00,127.179136224
579,2023-01-04 12:40:00,127.228858304
580,2023-01-04 12:41:00,127.228858304
581,2023-01-04 12:42:00,127.199025056
582,2023-01-04 12:43:00,127.208969472
583,2023-01-04 12:44:00,127.18908064
584,2023-01-04 12:45:00,127.208969472
585,2023-01-04 12:46:00,127.184108432
586,2023-01-04 12:47:00,127.159247392
587,2023-01-04 12:48:00,127.059803232
588,2023-01-04 12:49:00,126.985220112
589,2023-01-04 12:50:00,127.074719856
590,2023-01-04 12:51:00,127.010081152
591,2023-01-04 12:52:00,126.781359584
592,2023-01-04 12:53:00,126.860914912
593,2023-01-04 12:54:00,126.930525824
594,2023-01-04 12:55:00,126.885775952
595,2023-01-04 12:56:00,126.74158192
596,2023-01-04 12:57:00,126.721693088
597,2023-01-04 12:58:00,126.627221136
598,2023-01-04 12:59:00,126.622248928
599,2023-01-04 13:00:00,126.532749184
600,2023-01-04 13:01:00,126.413416192
601,2023-01-04 13:02:00,126.373638528
602,2023-01-04 13:03:00,126.323916448
603,2023-01-04 13:04:00,126.433305024
604,2023-01-04 13:05:00,126.403471776
605,2023-01-04 13:06:00,126.398499568
606,2023-01-04 13:07:00,126.373638528
607,2023-01-04 13:08:00,126.49297152
608,2023-01-04 13:09:00,126.433305024
609,2023-01-04 13:10:00,126.527776976
610,2023-01-04 13:11:00,126.502915936
611,2023-01-04 13:12:00,126.512860352
612,2023-01-04 13:13:00,126.473082688
613,2023-01-04 13:14:00,126.582471264
614,2023-01-04 13:15:00,126.512860352
615,2023-01-04 13:16:00,126.607332304
616,2023-01-04 13:17:00,126.61727672
617,2023-01-04 13:18:00,126.657054384
618,2023-01-04 13:19:00,126.662026592
619,2023-01-04 13:20:00,126.751526336
620,2023-01-04 13:21:00,126.671971008
621,2023-01-04 13:22:00,126.69185984
622,2023-01-04 13:23:00,126.56755464
623,2023-01-04 13:24:00,126.681915424
624,2023-01-04 13:25:00,126.627221136
625,2023-01-04 13:26:00,126.622248928
626,2023-01-04 13:27:00,126.671971008
627,2023-01-04 13:28:00,126.607332304
628,2023-01-04 13:29:00,126.607332304
629,2023-01-04 13:30:00,126.557610224
630,2023-01-04 13:31:00,126.552638016
631,2023-01-04 13:32:00,126.552638016
632,2023-01-04 13:33:00,126.572526848
633,2023-01-04 13:34:00,126.59241568
634,2023-01-04 13:35:00,126.612304512
635,2023-01-04 13:36:00,126.59241568
636,2023-01-04 13:37:00,126.671971008
637,2023-01-04 13:38:00,126.736609712
638,2023-01-04 13:39:00,126.701804256
639,2023-01-04 13:40:00,126.681915424
640,2023-01-04 13:41:00,126.711748672
641,2023-01-04 13:42:00,126.572526848
642,2023-01-04 13:43:00,126.662026592
643,2023-01-04 13:44:00,126.671971008
644,2023-01-04 13:45:00,126.701804256
645,2023-01-04 13:46:00,126.662026592
646,2023-01-04 13:47:00,126.647109968
647,2023-01-04 13:48:00,126.423360608
648,2023-01-04 13:49:00,126.602360096
649,2023-01-04 13:50:00,126.652082176
650,2023-01-04 13:51:00,126.632193344
651,2023-01-04 13:52:00,126.627221136
652,2023-01-04 13:53:00,126.69185984
653,2023-01-04 13:54:00,126.676943216
654,2023-01-04 13:55:00,126.711748672
655,2023-01-04 13:56:00,126.5426936
656,2023-01-04 13:57:00,126.562582432
657,2023-01-04 13:58:00,126.532749184
658,2023-01-04 13:59:00,126.403471776
659,2023-01-04 14:00:00,126.502915936
660,2023-01-04 14:01:00,126.950414656
661,2023-01-04 14:02:00,126.502915936
662,2023-01-04 14:03:00,126.075306048
663,2023-01-04 14:04:00,125.836640064
664,2023-01-04 14:05:00,126.065361632
665,2023-01-04 14:06:00,126.532749184
