,date,news,score
54,2022-01-13 00:33:28,"You can launch apps by tapping the back of your iPhone — here's howYou can launch apps by tapping the back of your iPhone — find out how to access this hidden feature.
",1
55,2022-01-13 02:46:24,"Efforts To Snag Apple Car Supply Chain Opportunities Lead To Formation Of Task Forces In South KoreaSome Korean suppliers have reportedly created Apple Car task forces after meeting with Apple Inc (NASDAQ: AAPL) last month.
",1
56,2022-01-13 05:10:52,"Citizens Financial Group Inc RI Trims Stock Position in Apple Inc. (NASDAQ:AAPL)Citizens Financial Group Inc RI lessened its position in shares of Apple Inc. (NASDAQ:AAPL) by 28.3% during the third quarter, HoldingsChannel reports. The institutional investor owned 643,155 shares of the iPhone maker’s stock after selling 254,301 shares during the quarter. Apple comprises about 3.4% of Citizens Financial Group Inc RI’s investment portfolio, making the stock […]
",-1
57,2022-01-13 06:42:20,"Managed Asset Portfolios LLC Increases Position in Apple Inc. (NASDAQ:AAPL)Managed Asset Portfolios LLC lifted its holdings in shares of Apple Inc. (NASDAQ:AAPL) by 3.4% in the third quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 93,399 shares of the iPhone maker’s stock after acquiring an additional 3,047 shares during the quarter. Apple accounts for about 2.0% […]
",1
58,2022-01-13 07:21:26,"Apple to report 'modest' beat to Q1 estimates, says JPMorganJPMorgan analyst Samik Ch... AAPL
",1
59,2022-01-13 08:04:55,"nirvanaHealth Introduces Aria Exchange on AWS, the Marketplace-Ready Enterprise Payer Platform, so Payers Can Reduce Admin Costs up to 40% Across EnterprisenirvanaHealth simplifies health exchange participation to empower payers to succeed in the exchange compliantly at a sustained low cost.
",1
60,2022-01-13 08:37:08,"National Geographic Dives Into the Untold History of the Transatlantic Slave Trade With New Podcast, INTO THE DEPTHS, Launching Jan. 27Nat Geo Explorer Tara Roberts Takes Us on a Personal Journey That Follows Black Scuba Divers Searching for Slave Shipwrecks Around the World
",0
61,2022-01-13 09:22:30,"12 Best Dow Stocks To Buy According To Hedge FundsIn this article, we discuss the 12 best Dow stocks to buy according to hedge funds. If you want to skip our detailed analysis of these stocks and the Dow Jones market index, go directly to the 5 Best Dow Stocks To Buy According To Hedge Funds. The Dow Jones Industrial Average is a price-weighted […]
",1
62,2022-01-13 09:53:44,"Top Stocks Not To Miss From Glassdoor's 2022 RankingsSince 2009, Glassdoor has released a yearly ranking of the Best Places To Work. Glassdoor just revealed its 2022 ranking. See the top stocks from the rankings.
",0
63,2022-01-13 10:35:01,"Apple loses another chip talent this month — this time to MicrosoftMicrosoft's latest hire — taken directly from Apple — is seen as part of a push to build its own chips for its Azure servers amid a global processor shortage.
",-1
64,2022-01-13 11:52:31,"Fortnite is finally returning to iOS… sort ofEpic Games takes the W by teaming up with Nvidia
",1
65,2022-01-13 12:42:40,"Tesla's New Showroom In Xinjiang Incites Fake Outrage But Necessary Dialogue About America's Corporate Presence ThereIn the fall and winter of 2021, Tesla and Elon Musk were vilified over Elon's wealth. This year, after Elon has paid his taxes, the new topic is Tesla's newly opened showroom in Xinjiang. Sadly,
",-1
66,2022-01-13 13:37:43,"Today in Gear: 5 Products You Need to KnowInfo on dumbbells that swap weights at the sound of your voice (yes, you heard us) and Leica's latest M-series camera.
",0
67,2022-01-13 14:21:34,"OtterBox takes 20% off MagSafe mounts, wallets, folio cases, more when you buy twoOtterBox is now taking 20% off its entire collection of MagSafe accessories for iPhone 13 and 12 handsets when you buy two. Just add any two of the items from this landing page to your cart, where 20% off the entire order will automatically apply. Ranging from leather folio cases and wallets to MagSafe mounts…
",1
68,2022-01-13 15:34:59,"Finally upgrade to Wi-Fi 6 with NETGEAR's latest 4-stream wireless router at $50 (Reg. $110)Today only, as part of its DealZone, B&H is offering the NETGEAR Nighthawk 4-Stream Wi-Fi 6 Router (RAX40) at $49.99 shipped. For comparison, Amazon sells the same router for $111 right now and today’s deal is just $0.11 above the all-time low that we tracked in October. If you’re still using an older router, then…
",1
69,2022-01-13 16:49:21,"3 Bold Tech Predictions for 2022Where will this year take tech investors?
",1
70,2022-01-13 17:58:18,"The iPhone 14 Pro could look like this — and it's a lotThe iPhone 14 Pro could have both a pill-shaped and circular cutout instead of a notch
",1
71,2022-01-13 20:26:26,"Why Scott Phillips says he will never sell this international shareWe take a closer look at an international share that The Motley Fool's Scott Phillips says he intends to hold forever - and why.
",1
72,2022-01-14 01:28:21,"Apple Supplier TSMC To Spend Record $44B On Capacity Expansion This YearKey Apple Inc (NASDAQ: AAPL) supplier and the world’s largest chipmaker Taiwan Semiconductor Manufacturing Co Ltd (NYSE: TSM) plans to spend up to $44 billion in 2022 to...
",1
73,2022-01-14 05:42:49,"5 New Gadgets To Keep on Your RadarWe round up the best new tech gadgets that were announced this week, including an upgraded Sonos speaker and some fresh MagSafe accessories.
",1
74,2022-01-14 07:37:43,"Private Harbour Investment Management & Counsel LLC Has $3.68 Million Stock Position in Apple Inc. (NASDAQ:AAPL)Private Harbour Investment Management & Counsel LLC decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL) by 1.9% during the third quarter, HoldingsChannel reports. The firm owned 26,004 shares of the iPhone maker’s stock after selling 494 shares during the period. Apple comprises 3.2% of Private Harbour Investment Management & Counsel LLC’s portfolio, making the […]
",1
75,2022-01-14 08:40:10,"JBL's Clip 3 portable Bluetooth speaker sports a built-in carabiner at $40 (Save 20%)Today only, as part of its Gold Box Deals of the Day, Amazon offers the JBL Clip 3 Portable Waterproof Bluetooth Speaker for $39.95 shipped. Normally fetching $50, you’re looking at 20% in savings alongside a match of our previous mention and the best price in over a year. No matter where you’d like a speaker to…
",1
76,2022-01-14 09:09:46,"Investors Stop Believing In The Growth Of Stock Indices And Return To Save AssetsOn Thursday, major US indices closed lower amid renewed selling of technology stocks. N
",-1
77,2022-01-14 10:18:53,"Samsung Galaxy S22 series may have a rival tech to iPhone 13's Ceramic ShieldThe first with Gorilla Glass Victus+?
",0
78,2022-01-14 11:04:29,"Apple’s New VR/AR Headset Risks Being Delayed Until 2023
",-1
79,2022-01-14 11:59:25,"Gmail for iPhone just got this big upgrade to save you timeThe new Gmail iOS widget should make it easier to use Gmail on the move
",1
80,2022-01-14 13:05:42,"Digital mortgage battle to erupt as fintechs eye home loansAs Gen Y enters prime home-buying age, it is sparking a new wave of fintech competition in the most lucrative business in Australian banking.
",1
81,2022-01-14 13:58:35,"The Ratings Game: Apple stock is a ‘place to hide’ amid volatile markets, says analystFollowing a rocky start to the year for technology stocks, Apple Inc. shares may represent a safe haven.
",1
82,2022-01-14 15:10:26,"EXCLUSIVE Netflix raises monthly subscription prices in U.S., CanadaNetflix Inc has raised its monthly subscription price by $1 to $2 per month in the United States depending on the plan, the company said on Friday, to help pay for new programming to compete in the crowded streaming TV market.
",1
83,2022-01-14 16:20:35,"Zuora Welcomes Two New Members to its Board of DirectorsZuora, Inc. (NYSE: ZUO), the leading cloud-based subscription management platform provider, today announced the appointment of two new independent boa
",1
84,2022-01-14 17:09:12,"Store your headphones in style with the Satechi Aluminum Headphone Stand for $40Amazon is offering the Satechi Aluminum USB Headphone Stand Holder for $40 shipped with the $10 off on-page coupon. With this coupon, you’ll be scoring the best deal we’ve seen in months on this stand with a solid $10 off the price its been going for. Having you headphones sprawled across your desk leads to…
",1
85,2022-01-14 18:28:40,"S&P 500 Delivers 2nd-Weekly Loss as Lackluster Bank Earnings WeighBy Yasin Ebrahim
",-1
86,2022-01-15 05:06:29,"How to mirror an iPhone to your TVWondering how to mirror an iPhone or iPad to your TV? Our guide will show you what to do
",0
87,2022-01-15 08:21:43,"iPad Pro 2022 reportedly hits major design snagApple’s plan for an all-glass back on the 2022 iPad Pro has reportedly hit a wall
",-1
88,2022-01-15 16:18:25,"Tech Roundup: Chip executive changes and Take-Two's big deal lead sector's active weekA big executive shift between two semiconductor giants, and a surprise acquisition in the mobile-gaming market took the spotlight in the tech sector during the past week.
",1
89,2022-01-16 04:04:54,"How to clean a MacBook screen and get rid of smudgesHere’s how to clean a MacBook screen without breaking it
",0
90,2022-01-16 09:07:33,"Apple's 14-inch M1 Pro MacBook Pro on sale for first time in months at $49 offAmazon is now offering the Apple 14-inch M1 Pro MacBook Pro for $1,949.99 shipped. Marking only the second Amazon discount to date and the lowest in just under two months, today’s offer is down from the usual $1,999 price tag and marking an all-around rare offer in the first place. Apple’s all-new M1 Pro MacBook Pro arrives…
",1
91,2022-01-16 16:50:40,"Trouble For TechnologyIt has been a rough start for the NASDAQ and technology so far in 2022. These challenges can be traced back as far as mid-2021.
",-1
92,2022-01-17 03:45:01,"The iPhone 13 lacks one important feature but that could change this yearAPPLE'S latest iPhone 13 launched back in September and received a bunch of useful upgrades but the one feature it lacks could arrive this year with the launch of the iPhone 14.
",1
93,2022-01-17 06:02:55,"This hidden iPhone trick will save you a ton of timeA super-handy iPhone tool makes importing text from anywhere effortless
",1
94,2022-01-17 06:30:30,"The UK government has an interesting strategy to oppose E2E encryptionUK government hires M&C Saatchi for a campaign to oppose encrypt on Facebook Messenger
",0
95,2022-01-17 08:26:26,"Morgan Stanley thinks time spent in cars will jump by 25% by 2030 and these stocks will benefitThe rise of autonomous vehicles will unlock a new arena for virtual reality, Morgan Stanley auto analyst Adam Jonas predicts.
",1
96,2022-01-17 09:49:35,"10 Best Dividend Aristocrats to Buy for 2022In this article, we discuss 10 best dividend aristocrats to buy for 2022. If you want to skip our detailed analysis of these stocks, go directly to 5 Best Dividend Aristocrats to Buy for 2022. In 2021, the S&P 500 dividend aristocrats included 65 companies from 11 diversified industries, exhibiting growth prospects and strong company […]
",1
97,2022-01-17 11:32:28,"IYW: Technology Dashboard For JanuaryHardware is the most attractive tech industry regarding valuation, quality, and momentum. See why I think IYW ETF is an alternative to XLK ETF.
",1
98,2022-01-17 14:03:46,"10 Dividend Stocks to Buy According to Ken FisherIn this article, we discuss the 10 dividend stocks to buy according to Ken Fisher based on Q3 holdings of his fund. If you want to skip our detailed analysis of Fisher’s history, investment philosophy, and hedge fund performance, go directly to the 5 Dividend Stocks to Buy According to Ken Fisher. Kenneth Lawrence Fisher […]
",1
99,2022-01-17 16:28:30,"Amazfit's T-Rex Smartwatch packs a 1.3-in. AMOLED display, 20-day battery life, more at $90Amazon is offering the Amazfit T-Rex Smartwatch for $89.99 shipped. Down from $140, which other colors still fetch, today’s deal comes within $5 of the lowest price that we’ve tracked and matches our last mention from October. Delivering a 1.3-inch AMOLED display, you’ll easily be able to see the time, notifications, fitness stats, and more…
",1
100,2022-01-17 21:40:26,"Watch this ASX share now doing what Apple did in 1996There's an ASX share currently in the process of pulling a play similar to what Apple Inc (NASDAQ: AAPL) did before it became massive.
",1
101,2022-01-18 02:07:43,"The Trade Desk Stock: Another Great Buy Opportunity With 1 CaveatTrade Desk is a high-quality advertising tech leader. Read on to know why we believe that investors who didn't manage to get on board TTD stock previously can consider adding now.
",1
102,2022-01-18 06:07:50,"Turkish mobile gaming start-up defies economic turmoil to hit a $2.75 billion valuationMobile gaming — and tech more broadly — is proving to be a bright spot in an otherwise hellish economic landscape in Turkey.
",1
103,2022-01-18 07:09:31,"Cadence Design Systems aims to cash in on new custom-chip eraMicrochip design software maker Cadence Design Systems Inc is betting on growth from automakers and other chip users strapped by global supply shortages who face mounting competition from rivals such as Tesla Inc and Apple Inc that design their own chips.
",1
104,2022-01-18 07:24:48,"Twelve South ActionSleeve 2 delivers a fitness-ready Apple Watch band for $30 (Save 25%)Amazon is currently offering the Twelve South ActionSleeve 2 for Apple Watch at $29.99 shipped. Available in both sizes, today’s offer takes 25% off the usual $40 price tags to beat our previous mention by $2 and mark a new Amazon all-time low. Featuring a refreshed design that’s geared towards being more rugged on top…
",1
105,2022-01-18 08:34:30,"Roku Express 4K+ with AirPlay 2 and Apple TV+ button remote down to $29 (Reg. $40)Amazon now offers the Roku Express 4K+ Streaming Media Player at $29 shipped. Normally fetching $40, you’re looking at the second-best price to date of 27% off. Delivering an impressive roster of stats in an affordable package, Roku’s new Express 4K+ arrives with all of the features you’d expect ranging from access to everything from…
",1
106,2022-01-18 09:14:47,"HP (HPQ) Gains 53% in 12 Months: Will Rally the Continue?HP's (HPQ) share-price rally is likely to sustain the upward trend as it is benefiting from solid demand for personal computers and a strong rebound in the printing business.
",1
107,2022-01-18 09:43:04,"Arlington Financial Advisors, LLC Buys FIRST TR EXCHANGE, Apple Inc, iShares MSCI All Country ...GuruFocus Article or News written by insider and the topic is about: 
",1
108,2022-01-18 10:19:36,"Wall St falls on tech drag; GS results trigger more bank declinesWall Street’s main indexes fell on Tuesday as big technology stocks were slammed by rising Treasury yields, while Goldman Sachs led declines among banks after…
",-1
109,2022-01-18 11:10:31,"iPad Pro 2022 tipped to get a hidden feature in its Apple logoThe iPad Pro tablets are comfortably the most powerful of their kind on the market at the moment packing a vaunted Apple M1 SoC and up to 16GB of RAM. While they are feature packed, and priced acco…
",1
110,2022-01-18 12:22:17,"U.S. antitrust regulators announce plans to strengthen merger guidelinesU.S. antitrust regulators announced plans to rewrite merger guidelines in an attempt to make them stricter.The U.S
",-1
111,2022-01-18 13:02:43,"Charlie Munger’s Daily Journal Portfolio: Top 5 Stock PicksIn this article, we discuss the top stock picks of Charlie Munger’s Daily Journal. If you want to skip our detailed analysis of Charlie Munger’s history, investment philosophy, and hedge fund performance, go directly to Charlie Munger’s Daily Journal Portfolio: Top 3 Stock Picks. Charlie Munger is an American billionaire business magnate and investor, who […]
",1
112,2022-01-18 13:51:26,"What Lies Ahead for Netflix ETFs in Q4 EarningsNetflix has raised the price of its monthly subscription packages by $1-$2 ahead of the earnings release.
",1
113,2022-01-18 14:36:22,"Sonder Holdings Inc. and Gores Metropoulos II Announce Closing of Business CombinationSonder Holdings Inc. (“Sonder'' or the “Company”), a leading next-generation hospitality company that is redefining the guest experience through techn
",1
114,2022-01-18 15:44:40,"Apple told workers they need to get a Covid vaccine booster — or produce a negative test resultLOS ANGELES, CALIFORNIA - NOVEMBER 19: Apple CEO Tim Cook attends the grand opening of the new Apple store at The Grove on November 19, 2021 in Los Angeles, California. The original Apple store in The Grove was opened in 2002 but was redesigned in a new location with twice the space and opened today in time for the holiday shopping season.
",0
115,2022-01-18 16:25:31,"How to use Apple AirPods features on your Android without rootingApple’s AirPods are the most popular wireless earbuds on the market (via Apple). In fact, according to BusinessofApps, the company sold some 110 million in 2020 alone. One of the things that …
",0
116,2022-01-18 17:49:46,"This Storage Unit Stock Has A Better 1-Year Return Than Microsoft, Apple, Starbucks And ModernaPublic Storage (NYSE: PSA) helps organize and store your belongings, and over the past year delivered astonishing returns.
",1
117,2022-01-18 19:04:41,"Apple And Samsung Still Control The Smartphone Market: Can Any Other Brand Take The Crown?Canalys has released its latest statistics for the smartphone market, and it’s great news for Apple and Samsung. Apple came in first place with 22% of worldwide shipments in Q4 2021, while Sa…
",1
118,2022-01-19 00:06:03,"Samsung Galaxy S22 — here’s the real reason Samsung can’t beat the iPhoneSamsung can't use different processors in different parts of the world anymore if it really wants to win
",-1
119,2022-01-19 03:58:35,"Exploring Apple File System (APFS) — The Successor To Near Twenty Year Old HFS+Short Bytes: Almost twenty years ago, in 1998, Apple released its HFS+, the evolution of the even older HFS. Designed to support larger files and disks,
",1
120,2022-01-19 06:35:29,"Global Cloud Gaming Market (2021 to 2026) - by Type, Device, Gamer Type and Region - ResearchAndMarkets.comThe 
",1
121,2022-01-19 07:09:39,"Microsoft's (NASDAQ:MSFT) Gigantic Acquisition is Fueling the K-shaped Tech PerformanceM&A activity is undoubtedly heating up as Microsoft Corporation (NASDAQ: MSFT) is pursuing its most significant acquisition so far. A US$69b buyout of Activision Blizzard will make it one of the largest gaming companies.
",1
122,2022-01-19 07:45:36,"Should WisdomTree U.S. Total Dividend ETF (DTD) Be on Your Investing Radar?Style Box ETF report for DTD
",1
123,2022-01-19 09:05:07,"fuboTV Integrates FanView Into Its Multiview Feature for Apple TVfuboTV Inc. (NYSE: FUBO), the leading sports-first live TV streaming platform, announced today it has expanded its popular Multiview mode on Apple TV 
",1
124,2022-01-19 09:39:09,"Still rocking a prev-gen. iPad Pro? Amazon clears out Apple's Smart Keyboard Folio at $101Amazon is currently offering the official Apple Smart Keyboard Folio for previous-generation 11-inch iPad Pro at $100.91 shipped. Normally fetching $179, you’re looking at the first price cut in over a year at 44% off. This also comes within cents of the all-time low. If you’re still rocking one of Apple’s previous-generation 2018 iPad Pros,…
",1
125,2022-01-19 10:19:36,"Proxima CRO Sponsors Inventing Tomorrow, an Informational Resource and Podcast for New and Younger Inventors Driven to Build a Better TomorrowThe dawn of a new day begins today as podcast co-hosts Kevin Coker and Isabella Schmitt announce the launch of Inventing Tomorrow, an inspirational po
",0
